clone,cnv,chr,start,end
A,2,14,90000001,90500000
A,2,14,90500001,9.1e+07
A,2,14,91000001,91500000
A,2,14,91500001,9.2e+07
A,2,14,92000001,92500000
A,2,14,92500001,9.3e+07
A,2,14,93000001,93500000
A,2,14,93500001,9.4e+07
A,2,14,94000001,94500000
A,2,14,94500001,9.5e+07
A,2,14,95000001,95500000
A,2,14,95500001,9.6e+07
A,2,14,96000001,96500000
A,2,14,96500001,9.7e+07
A,2,14,97000001,97500000
A,2,14,97500001,9.8e+07
A,2,14,98000001,98500000
A,2,14,98500001,9.9e+07
A,2,14,99000001,99500000
A,2,14,99500001,1e+08
A,3,15,100000001,100500000
A,3,15,100500001,1.01e+08
A,3,15,101000001,101500000
A,3,15,101500001,1.02e+08
A,2,15,25000001,25500000
A,2,15,25500001,2.6e+07
A,2,15,26000001,26500000
A,2,15,26500001,2.7e+07
A,2,15,27000001,27500000
A,2,15,27500001,2.8e+07
A,2,15,29500001,3e+07
A,2,15,31000001,31500000
A,2,15,31500001,3.2e+07
A,2,15,32000001,32500000
A,2,15,33000001,33500000
A,2,15,33500001,3.4e+07
A,2,15,34000001,34500000
A,2,15,35000001,35500000
A,2,15,35500001,3.6e+07
A,2,15,36000001,36500000
A,2,15,36500001,3.7e+07
A,2,15,37000001,37500000
A,2,15,38000001,38500000
A,2,15,38500001,3.9e+07
A,2,15,39000001,39500000
A,2,15,39500001,4e+07
A,2,15,40000001,40500000
A,2,15,40500001,4.1e+07
A,2,15,41000001,41500000
A,2,15,41500001,4.2e+07
A,2,15,42000001,42500000
A,2,15,42500001,4.3e+07
A,2,15,43000001,43500000
A,2,15,45000001,45500000
A,2,15,45500001,4.6e+07
A,2,15,46000001,46500000
A,2,15,46500001,4.7e+07
A,2,15,47500001,4.8e+07
A,2,15,48000001,48500000
A,2,15,48500001,4.9e+07
A,2,15,49000001,49500000
A,2,15,50000001,50500000
A,2,15,50500001,5.1e+07
A,2,15,52000001,52500000
A,2,15,52500001,5.3e+07
A,2,15,54000001,54500000
A,2,15,54500001,5.5e+07
A,2,15,55500001,5.6e+07
A,2,15,57000001,57500000
A,2,15,57500001,5.8e+07
A,2,15,58000001,58500000
A,2,15,58500001,5.9e+07
A,2,15,59000001,59500000
A,2,15,59500001,6e+07
A,2,15,60000001,60500000
A,2,15,60500001,6.1e+07
A,2,15,61000001,61500000
A,2,15,61500001,6.2e+07
A,2,15,62000001,62500000
A,2,15,62500001,6.3e+07
A,2,15,63000001,63500000
A,2,15,63500001,6.4e+07
A,2,15,64000001,64500000
A,2,15,64500001,6.5e+07
A,2,15,65000001,65500000
A,2,15,65500001,6.6e+07
A,2,15,66000001,66500000
A,2,15,66500001,6.7e+07
A,2,15,67000001,67500000
A,2,15,67500001,6.8e+07
A,2,15,68000001,68500000
A,2,15,68500001,6.9e+07
A,2,15,69000001,69500000
A,3,15,69500001,7e+07
A,3,15,70000001,70500000
A,3,15,70500001,7.1e+07
A,3,15,71500001,7.2e+07
A,3,15,72000001,72500000
A,3,15,73000001,73500000
A,3,15,74000001,74500000
A,3,15,74500001,7.5e+07
A,3,15,75000001,75500000
A,3,15,76000001,76500000
A,3,15,76500001,7.7e+07
A,3,15,77000001,77500000
A,3,15,77500001,7.8e+07
A,3,15,78000001,78500000
A,3,15,78500001,7.9e+07
A,3,15,79000001,79500000
A,3,15,80000001,80500000
A,3,15,80500001,8.1e+07
A,3,15,81000001,81500000
A,3,15,86000001,86500000
A,3,15,86500001,8.7e+07
A,3,15,87000001,87500000
A,3,15,87500001,8.8e+07
A,3,15,88500001,8.9e+07
A,3,15,89500001,9e+07
A,3,15,90000001,90500000
A,3,15,90500001,9.1e+07
A,3,15,91000001,91500000
A,3,15,91500001,9.2e+07
A,3,15,92000001,92500000
A,3,15,92500001,9.3e+07
A,3,15,93000001,93500000
A,3,15,93500001,9.4e+07
A,3,15,94000001,94500000
A,3,15,94500001,9.5e+07
A,3,15,95000001,95500000
A,3,15,95500001,9.6e+07
A,3,15,96000001,96500000
A,3,15,96500001,9.7e+07
A,3,15,97000001,97500000
A,3,15,98000001,98500000
A,3,15,98500001,9.9e+07
A,3,15,99000001,99500000
A,3,15,99500001,1e+08
A,2,16,10000001,10500000
A,2,16,1000001,1500000
A,2,16,10500001,1.1e+07
A,2,16,11000001,11500000
A,2,16,11500001,1.2e+07
A,2,16,12500001,1.3e+07
A,2,16,13000001,13500000
A,2,16,13500001,1.4e+07
A,2,16,14000001,14500000
A,2,16,1500001,2e+06
A,2,16,15500001,1.6e+07
A,2,16,17000001,17500000
A,2,16,17500001,1.8e+07
A,2,16,19000001,19500000
A,2,16,19500001,2e+07
A,2,16,20000001,20500000
A,2,16,2000001,2500000
A,2,16,20500001,2.1e+07
A,2,16,22000001,22500000
A,2,16,23000001,23500000
A,2,16,23500001,2.4e+07
A,3,16,24000001,24500000
A,3,16,24500001,2.5e+07
A,3,16,25000001,25500000
A,3,16,25500001,2.6e+07
A,3,16,26000001,26500000
A,3,16,26500001,2.7e+07
A,3,16,27000001,27500000
A,3,16,27500001,2.8e+07
A,2,16,3000001,3500000
A,3,16,30500001,3.1e+07
A,3,16,31000001,31500000
A,2,16,3500001,4e+06
A,2,16,4000001,4500000
A,2,16,4500001,5e+06
A,3,16,46500001,4.7e+07
A,3,16,47000001,47500000
A,3,16,47500001,4.8e+07
A,3,16,48000001,48500000
A,3,16,48500001,4.9e+07
A,3,16,49000001,49500000
A,3,16,49500001,5e+07
A,3,16,50000001,50500000
A,2,16,5000001,5500000
A,2,16,500001,1e+06
A,3,16,50500001,5.1e+07
A,3,16,51000001,51500000
A,3,16,51500001,5.2e+07
A,3,16,52000001,52500000
A,3,16,52500001,5.3e+07
A,3,16,53000001,53500000
A,3,16,53500001,5.4e+07
A,3,16,54000001,54500000
A,3,16,54500001,5.5e+07
A,3,16,55000001,55500000
A,2,16,5500001,6e+06
A,3,16,55500001,5.6e+07
A,3,16,56000001,56500000
A,3,16,56500001,5.7e+07
A,3,16,57000001,57500000
A,3,16,57500001,5.8e+07
A,3,16,58000001,58500000
A,3,16,58500001,5.9e+07
A,3,16,59000001,59500000
A,3,16,59500001,6e+07
A,3,16,60000001,60500000
A,2,16,6000001,6500000
A,3,16,61000001,61500000
A,3,16,62000001,62500000
A,3,16,62500001,6.3e+07
A,4,16,63500001,6.4e+07
A,4,16,64000001,64500000
A,4,16,64500001,6.5e+07
A,4,16,65000001,65500000
A,2,16,6500001,7e+06
A,4,16,66000001,66500000
A,4,16,66500001,6.7e+07
A,4,16,67000001,67500000
A,4,16,67500001,6.8e+07
A,4,16,68000001,68500000
A,4,16,69000001,69500000
A,2,16,7000001,7500000
A,4,16,71500001,7.2e+07
A,4,16,72000001,72500000
A,4,16,73000001,73500000
A,4,16,73500001,7.4e+07
A,1,16,74500001,7.5e+07
A,1,16,75000001,75500000
A,2,16,7500001,8e+06
A,1,16,76000001,76500000
A,1,16,76500001,7.7e+07
A,1,16,77000001,77500000
A,1,16,77500001,7.8e+07
A,1,16,78000001,78500000
A,1,16,78500001,7.9e+07
A,1,16,79000001,79500000
A,1,16,79500001,8e+07
A,1,16,80000001,80500000
A,2,16,8000001,8500000
A,1,16,80500001,8.1e+07
A,1,16,81000001,81500000
A,1,16,81500001,8.2e+07
A,1,16,82500001,8.3e+07
A,1,16,83000001,83500000
A,1,16,84000001,84500000
A,1,16,84500001,8.5e+07
A,1,16,85000001,85500000
A,1,16,85500001,8.6e+07
A,1,16,86500001,8.7e+07
A,1,16,87000001,87500000
A,2,16,87500001,8.8e+07
A,2,16,88500001,8.9e+07
A,2,16,89000001,89500000
A,2,16,89500001,9e+07
A,2,16,9000001,9500000
A,3,17,10000001,10500000
A,3,17,10500001,1.1e+07
A,3,17,11000001,11500000
A,3,17,11500001,1.2e+07
A,3,17,12000001,12500000
A,3,17,12500001,1.3e+07
A,3,17,13000001,13500000
A,3,17,13500001,1.4e+07
A,3,17,14000001,14500000
A,3,17,14500001,1.5e+07
A,3,17,15000001,15500000
A,3,17,1500001,2e+06
A,3,17,16000001,16500000
A,3,17,17000001,17500000
A,3,17,17500001,1.8e+07
A,3,17,18000001,18500000
A,3,17,19500001,2e+07
A,3,17,2000001,2500000
A,3,17,21000001,21500000
A,3,17,2500001,3e+06
A,3,17,25500001,2.6e+07
A,3,17,26000001,26500000
A,3,17,26500001,2.7e+07
A,3,17,27000001,27500000
A,3,17,27500001,2.8e+07
A,3,17,28000001,28500000
A,3,17,29000001,29500000
A,3,17,29500001,3e+07
A,3,17,30500001,3.1e+07
A,3,17,31500001,3.2e+07
A,3,17,32000001,32500000
A,3,17,32500001,3.3e+07
A,3,17,33000001,33500000
A,3,17,33500001,3.4e+07
A,3,17,35000001,35500000
A,3,17,3500001,4e+06
A,3,17,35500001,3.6e+07
A,3,17,36500001,3.7e+07
A,3,17,37000001,37500000
A,3,17,37500001,3.8e+07
A,3,17,38000001,38500000
A,3,17,38500001,3.9e+07
A,3,17,39500001,4e+07
A,3,17,40000001,40500000
A,3,17,4000001,4500000
A,3,17,40500001,4.1e+07
A,3,17,41000001,41500000
A,3,17,41500001,4.2e+07
A,3,17,42000001,42500000
A,3,17,42500001,4.3e+07
A,3,17,43000001,43500000
A,3,17,4500001,5e+06
A,3,17,45500001,4.6e+07
A,3,17,46000001,46500000
A,3,17,46500001,4.7e+07
A,3,17,47000001,47500000
A,3,17,47500001,4.8e+07
A,3,17,48000001,48500000
A,3,17,48500001,4.9e+07
A,3,17,49000001,49500000
A,3,17,49500001,5e+07
A,3,17,50000001,50500000
A,3,17,5000001,5500000
A,3,17,500001,1e+06
A,3,17,50500001,5.1e+07
A,3,17,51000001,51500000
A,3,17,51500001,5.2e+07
A,3,17,52000001,52500000
A,3,17,52500001,5.3e+07
A,3,17,53000001,53500000
A,3,17,53500001,5.4e+07
A,3,17,54500001,5.5e+07
A,3,17,55000001,55500000
A,3,17,5500001,6e+06
A,3,17,55500001,5.6e+07
A,3,17,56000001,56500000
A,3,17,56500001,5.7e+07
A,3,17,57000001,57500000
A,3,17,57500001,5.8e+07
A,3,17,58500001,5.9e+07
A,3,17,59000001,59500000
A,3,17,59500001,6e+07
A,3,17,6000001,6500000
A,3,17,60500001,6.1e+07
A,3,17,61000001,61500000
A,3,17,61500001,6.2e+07
A,3,17,63000001,63500000
A,3,17,63500001,6.4e+07
A,3,17,64000001,64500000
A,3,17,65000001,65500000
A,3,17,6500001,7e+06
A,3,17,65500001,6.6e+07
A,3,17,66000001,66500000
A,3,17,66500001,6.7e+07
A,3,17,67000001,67500000
A,3,17,67500001,6.8e+07
A,3,17,69000001,69500000
A,3,17,69500001,7e+07
A,3,17,70000001,70500000
A,3,17,7000001,7500000
A,3,17,70500001,7.1e+07
A,3,17,71000001,71500000
A,3,17,71500001,7.2e+07
A,3,17,72000001,72500000
A,3,17,72500001,7.3e+07
A,3,17,73000001,73500000
A,3,17,73500001,7.4e+07
A,3,17,74000001,74500000
A,3,17,74500001,7.5e+07
A,3,17,75000001,75500000
A,3,17,7500001,8e+06
A,3,17,75500001,7.6e+07
A,3,17,76000001,76500000
A,3,17,76500001,7.7e+07
A,3,17,78000001,78500000
A,3,17,78500001,7.9e+07
A,3,17,79000001,79500000
A,3,17,80000001,80500000
A,3,17,8000001,8500000
A,3,17,80500001,8.1e+07
A,3,17,8500001,9e+06
A,3,17,9000001,9500000
A,2,18,10000001,10500000
A,2,18,1000001,1500000
A,2,18,10500001,1.1e+07
A,2,18,11000001,11500000
A,2,18,12500001,1.3e+07
A,2,18,13000001,13500000
A,2,18,19000001,19500000
A,2,18,19500001,2e+07
A,2,18,2000001,2500000
A,2,18,20500001,2.1e+07
A,2,18,21000001,21500000
A,2,18,21500001,2.2e+07
A,2,18,22500001,2.3e+07
A,2,18,23000001,23500000
A,2,18,23500001,2.4e+07
A,2,18,24000001,24500000
A,2,18,24500001,2.5e+07
A,2,18,2500001,3e+06
A,2,18,25500001,2.6e+07
A,2,18,26000001,26500000
A,2,18,26500001,2.7e+07
A,2,18,27000001,27500000
A,2,18,27500001,2.8e+07
A,2,18,28000001,28500000
A,2,18,28500001,2.9e+07
A,2,18,29000001,29500000
A,2,18,29500001,3e+07
A,2,18,30000001,30500000
A,2,18,3000001,3500000
A,2,18,30500001,3.1e+07
A,2,18,31000001,31500000
A,2,18,31500001,3.2e+07
A,2,18,32500001,3.3e+07
A,2,18,33000001,33500000
A,2,18,33500001,3.4e+07
A,2,18,34000001,34500000
A,2,18,34500001,3.5e+07
A,2,18,3500001,4e+06
A,2,18,35500001,3.6e+07
A,2,18,36000001,36500000
A,2,18,36500001,3.7e+07
A,2,18,37000001,37500000
A,2,18,37500001,3.8e+07
A,2,18,38000001,38500000
A,2,18,38500001,3.9e+07
A,2,18,39500001,4e+07
A,2,18,40000001,40500000
A,2,18,4000001,4500000
A,2,18,40500001,4.1e+07
A,2,18,41000001,41500000
A,2,18,41500001,4.2e+07
A,2,18,42000001,42500000
A,2,18,42500001,4.3e+07
A,2,18,43000001,43500000
A,2,18,43500001,4.4e+07
A,2,18,44000001,44500000
A,2,18,4500001,5e+06
A,2,18,45500001,4.6e+07
A,2,18,46000001,46500000
A,2,18,46500001,4.7e+07
A,2,18,47000001,47500000
A,2,18,48000001,48500000
A,2,18,48500001,4.9e+07
A,2,18,49000001,49500000
A,2,18,49500001,5e+07
A,2,18,50000001,50500000
A,2,18,5000001,5500000
A,2,18,50500001,5.1e+07
A,2,18,51000001,51500000
A,2,18,52500001,5.3e+07
A,2,18,53000001,53500000
A,2,18,53500001,5.4e+07
A,2,18,54000001,54500000
A,2,18,54500001,5.5e+07
A,2,18,55000001,55500000
A,2,18,5500001,6e+06
A,2,18,55500001,5.6e+07
A,2,18,56000001,56500000
A,2,18,56500001,5.7e+07
A,2,18,57000001,57500000
A,2,18,57500001,5.8e+07
A,2,18,58000001,58500000
A,2,18,58500001,5.9e+07
A,2,18,59000001,59500000
A,2,18,59500001,6e+07
A,2,18,60000001,60500000
A,2,18,6000001,6500000
A,2,18,60500001,6.1e+07
A,2,18,61000001,61500000
A,2,18,61500001,6.2e+07
A,2,18,62000001,62500000
A,2,18,62500001,6.3e+07
A,2,18,63000001,63500000
A,2,18,63500001,6.4e+07
A,2,18,64000001,64500000
A,2,18,64500001,6.5e+07
A,2,18,65000001,65500000
A,2,18,6500001,7e+06
A,2,18,65500001,6.6e+07
A,2,18,66000001,66500000
A,2,18,66500001,6.7e+07
A,2,18,67000001,67500000
A,2,18,67500001,6.8e+07
A,2,18,68500001,6.9e+07
A,2,18,69000001,69500000
A,2,18,69500001,7e+07
A,2,18,70000001,70500000
A,2,18,7000001,7500000
A,2,18,71000001,71500000
A,2,18,71500001,7.2e+07
A,2,18,72500001,7.3e+07
A,2,18,73000001,73500000
A,4,18,74000001,74500000
A,4,18,74500001,7.5e+07
A,4,18,75000001,75500000
A,2,18,7500001,8e+06
A,4,18,76000001,76500000
A,4,18,76500001,7.7e+07
A,4,18,77000001,77500000
A,2,18,8000001,8500000
A,2,18,8500001,9e+06
A,2,18,9000001,9500000
A,2,18,9500001,1e+07
A,3,19,10000001,10500000
A,2,19,1000001,1500000
A,3,19,10500001,1.1e+07
A,3,19,11000001,11500000
A,3,19,11500001,1.2e+07
A,3,19,12000001,12500000
A,3,19,12500001,1.3e+07
A,3,19,13000001,13500000
A,3,19,13500001,1.4e+07
A,3,19,14000001,14500000
A,3,19,14500001,1.5e+07
A,3,19,15000001,15500000
A,2,19,1500001,2e+06
A,3,19,15500001,1.6e+07
A,3,19,16000001,16500000
A,3,19,16500001,1.7e+07
A,3,19,17000001,17500000
A,3,19,17500001,1.8e+07
A,3,19,18000001,18500000
A,3,19,18500001,1.9e+07
A,3,19,19000001,19500000
A,3,19,19500001,2e+07
A,3,19,20000001,20500000
A,2,19,2000001,2500000
A,3,19,21000001,21500000
A,3,19,21500001,2.2e+07
A,3,19,22000001,22500000
A,3,19,22500001,2.3e+07
A,3,19,23000001,23500000
A,3,19,23500001,2.4e+07
A,3,19,24000001,24500000
A,2,19,2500001,3e+06
A,3,19,28000001,28500000
A,3,19,28500001,2.9e+07
A,3,19,29000001,29500000
A,3,19,30000001,30500000
A,2,19,3000001,3500000
A,3,19,30500001,3.1e+07
A,3,19,31000001,31500000
A,3,19,31500001,3.2e+07
A,3,19,32000001,32500000
A,3,19,32500001,3.3e+07
A,3,19,33000001,33500000
A,3,19,33500001,3.4e+07
A,3,19,34000001,34500000
A,3,19,34500001,3.5e+07
A,3,19,35000001,35500000
A,2,19,3500001,4e+06
A,3,19,35500001,3.6e+07
A,3,19,36000001,36500000
A,3,19,37000001,37500000
A,3,19,38500001,3.9e+07
A,3,19,39000001,39500000
A,3,19,39500001,4e+07
A,2,19,4000001,4500000
A,3,19,40500001,4.1e+07
A,3,19,41000001,41500000
A,3,19,41500001,4.2e+07
A,3,19,42000001,42500000
A,3,19,42500001,4.3e+07
A,3,19,44000001,44500000
A,3,19,44500001,4.5e+07
A,3,19,45000001,45500000
A,2,19,4500001,5e+06
A,3,19,45500001,4.6e+07
A,3,19,46000001,46500000
A,3,19,46500001,4.7e+07
A,3,19,47000001,47500000
A,3,19,47500001,4.8e+07
A,3,19,48500001,4.9e+07
A,3,19,49000001,49500000
A,3,19,49500001,5e+07
A,3,19,50000001,50500000
A,2,19,5000001,5500000
A,2,19,500001,1e+06
A,3,19,51000001,51500000
A,3,19,51500001,5.2e+07
A,3,19,52000001,52500000
A,3,19,52500001,5.3e+07
A,3,19,53000001,53500000
A,3,19,54000001,54500000
A,3,19,54500001,5.5e+07
A,3,19,5500001,6e+06
A,3,19,55500001,5.6e+07
A,3,19,56500001,5.7e+07
A,3,19,57000001,57500000
A,3,19,57500001,5.8e+07
A,3,19,58000001,58500000
A,3,19,58500001,5.9e+07
A,3,19,6000001,6500000
A,3,19,6500001,7e+06
A,3,19,7500001,8e+06
A,3,19,9000001,9500000
A,3,19,9500001,1e+07
A,3,1,100000001,100500000
A,2,1,10000001,10500000
A,3,1,100500001,1.01e+08
A,3,1,101000001,101500000
A,3,1,101500001,1.02e+08
A,3,1,102000001,102500000
A,3,1,102500001,1.03e+08
A,3,1,103000001,103500000
A,3,1,104500001,1.05e+08
A,2,1,10500001,1.1e+07
A,3,1,105500001,1.06e+08
A,3,1,106000001,106500000
A,3,1,106500001,1.07e+08
A,3,1,107000001,107500000
A,3,1,107500001,1.08e+08
A,3,1,108000001,108500000
A,3,1,109500001,1.1e+08
A,2,1,11000001,11500000
A,3,1,110500001,1.11e+08
A,3,1,111000001,111500000
A,3,1,111500001,1.12e+08
A,3,1,112000001,112500000
A,3,1,113000001,113500000
A,3,1,114500001,1.15e+08
A,3,1,115000001,115500000
A,2,1,11500001,1.2e+07
A,3,1,115500001,1.16e+08
A,3,1,116000001,116500000
A,3,1,116500001,1.17e+08
A,3,1,117000001,117500000
A,3,1,117500001,1.18e+08
A,3,1,118000001,118500000
A,3,1,118500001,1.19e+08
A,3,1,119500001,1.2e+08
A,3,1,120000001,120500000
A,2,1,12000001,12500000
A,2,1,14000001,14500000
A,2,1,14500001,1.5e+07
A,6,1,150000001,150500000
A,2,1,15000001,15500000
A,6,1,150500001,1.51e+08
A,6,1,151000001,151500000
A,6,1,151500001,1.52e+08
A,6,1,152500001,1.53e+08
A,6,1,153000001,153500000
A,6,1,153500001,1.54e+08
A,6,1,154000001,154500000
A,6,1,154500001,1.55e+08
A,6,1,155000001,155500000
A,2,1,15500001,1.6e+07
A,5,1,156000001,156500000
A,5,1,156500001,1.57e+08
A,5,1,157000001,157500000
A,5,1,157500001,1.58e+08
A,5,1,158000001,158500000
A,5,1,160000001,160500000
A,2,1,16000001,16500000
A,5,1,160500001,1.61e+08
A,5,1,162000001,162500000
A,5,1,162500001,1.63e+08
A,5,1,163000001,163500000
A,5,1,164000001,164500000
A,5,1,164500001,1.65e+08
A,5,1,165000001,165500000
A,5,1,165500001,1.66e+08
A,4,1,166500001,1.67e+08
A,4,1,167000001,167500000
A,4,1,167500001,1.68e+08
A,4,1,168000001,168500000
A,4,1,168500001,1.69e+08
A,4,1,169000001,169500000
A,4,1,169500001,1.7e+08
A,4,1,170500001,1.71e+08
A,4,1,171000001,171500000
A,4,1,171500001,1.72e+08
A,4,1,172000001,172500000
A,4,1,173000001,173500000
A,4,1,173500001,1.74e+08
A,4,1,175000001,175500000
A,2,1,17500001,1.8e+07
A,4,1,175500001,1.76e+08
A,4,1,176500001,1.77e+08
A,4,1,177000001,177500000
A,4,1,178000001,178500000
A,4,1,179000001,179500000
A,4,1,179500001,1.8e+08
A,4,1,180000001,180500000
A,2,1,18000001,18500000
A,4,1,181000001,181500000
A,4,1,181500001,1.82e+08
A,4,1,182000001,182500000
A,4,1,182500001,1.83e+08
A,4,1,183000001,183500000
A,4,1,183500001,1.84e+08
A,4,1,184000001,184500000
A,4,1,185000001,185500000
A,2,1,18500001,1.9e+07
A,4,1,186000001,186500000
A,4,1,186500001,1.87e+08
A,4,1,188000001,188500000
A,4,1,188500001,1.89e+08
A,4,1,189000001,189500000
A,4,1,189500001,1.9e+08
A,4,1,190000001,190500000
A,2,1,19000001,19500000
A,4,1,190500001,1.91e+08
A,4,1,191000001,191500000
A,4,1,191500001,1.92e+08
A,4,1,192500001,1.93e+08
A,4,1,193000001,193500000
A,4,1,194000001,194500000
A,4,1,194500001,1.95e+08
A,4,1,195000001,195500000
A,2,1,19500001,2e+07
A,4,1,195500001,1.96e+08
A,4,1,197000001,197500000
A,4,1,198000001,198500000
A,4,1,198500001,1.99e+08
A,4,1,199000001,199500000
A,4,1,199500001,2e+08
A,4,1,200000001,200500000
A,2,1,20000001,20500000
A,4,1,2000001,2500000
A,4,1,200500001,2.01e+08
A,4,1,201000001,201500000
A,4,1,201500001,2.02e+08
A,4,1,202000001,202500000
A,4,1,202500001,2.03e+08
A,4,1,203000001,203500000
A,4,1,203500001,2.04e+08
A,4,1,204000001,204500000
A,4,1,204500001,2.05e+08
A,4,1,205000001,205500000
A,2,1,20500001,2.1e+07
A,5,1,207000001,207500000
A,5,1,208000001,208500000
A,5,1,208500001,2.09e+08
A,5,1,209000001,209500000
A,5,1,209500001,2.1e+08
A,5,1,210000001,210500000
A,2,1,21000001,21500000
A,5,1,210500001,2.11e+08
A,5,1,211000001,211500000
A,5,1,211500001,2.12e+08
A,5,1,212000001,212500000
A,5,1,212500001,2.13e+08
A,5,1,213000001,213500000
A,5,1,213500001,2.14e+08
A,5,1,214000001,214500000
A,5,1,214500001,2.15e+08
A,5,1,215000001,215500000
A,2,1,21500001,2.2e+07
A,5,1,215500001,2.16e+08
A,5,1,216000001,216500000
A,5,1,216500001,2.17e+08
A,5,1,217000001,217500000
A,5,1,218500001,2.19e+08
A,5,1,219000001,219500000
A,5,1,219500001,2.2e+08
A,5,1,220000001,220500000
A,2,1,22000001,22500000
A,5,1,220500001,2.21e+08
A,5,1,221000001,221500000
A,5,1,221500001,2.22e+08
A,5,1,222000001,222500000
A,5,1,224500001,2.25e+08
A,5,1,225000001,225500000
A,2,1,22500001,2.3e+07
A,5,1,225500001,2.26e+08
A,5,1,226000001,226500000
A,5,1,226500001,2.27e+08
A,5,1,227000001,227500000
A,5,1,227500001,2.28e+08
A,5,1,228000001,228500000
A,6,1,229000001,229500000
A,6,1,229500001,2.3e+08
A,6,1,230000001,230500000
A,2,1,23000001,23500000
A,6,1,230500001,2.31e+08
A,6,1,231000001,231500000
A,6,1,231500001,2.32e+08
A,6,1,232000001,232500000
A,6,1,232500001,2.33e+08
A,6,1,233000001,233500000
A,6,1,233500001,2.34e+08
A,6,1,234000001,234500000
A,6,1,234500001,2.35e+08
A,2,1,23500001,2.4e+07
A,6,1,235500001,2.36e+08
A,6,1,236000001,236500000
A,6,1,236500001,2.37e+08
A,6,1,237500001,2.38e+08
A,6,1,238000001,238500000
A,6,1,238500001,2.39e+08
A,6,1,239000001,239500000
A,6,1,240000001,240500000
A,6,1,240500001,2.41e+08
A,6,1,241000001,241500000
A,6,1,241500001,2.42e+08
A,6,1,242000001,242500000
A,6,1,242500001,2.43e+08
A,6,1,243500001,2.44e+08
A,6,1,244000001,244500000
A,6,1,244500001,2.45e+08
A,6,1,245000001,245500000
A,2,1,24500001,2.5e+07
A,6,1,245500001,2.46e+08
A,6,1,246000001,246500000
A,6,1,246500001,2.47e+08
A,6,1,247000001,247500000
A,2,1,25000001,25500000
A,2,1,26000001,26500000
A,2,1,26500001,2.7e+07
A,2,1,27000001,27500000
A,2,1,27500001,2.8e+07
A,2,1,28000001,28500000
A,2,1,28500001,2.9e+07
A,2,1,29000001,29500000
A,4,1,3000001,3500000
A,2,1,30500001,3.1e+07
A,2,1,31000001,31500000
A,2,1,31500001,3.2e+07
A,2,1,32000001,32500000
A,2,1,32500001,3.3e+07
A,4,1,33000001,33500000
A,4,1,33500001,3.4e+07
A,4,1,34000001,34500000
A,4,1,35500001,3.6e+07
A,4,1,36000001,36500000
A,4,1,36500001,3.7e+07
A,4,1,37000001,37500000
A,4,1,37500001,3.8e+07
A,4,1,38000001,38500000
A,4,1,38500001,3.9e+07
A,4,1,39000001,39500000
A,4,1,39500001,4e+07
A,4,1,40000001,40500000
A,4,1,4000001,4500000
A,4,1,40500001,4.1e+07
A,4,1,41000001,41500000
A,4,1,41500001,4.2e+07
A,4,1,42000001,42500000
A,4,1,42500001,4.3e+07
A,4,1,43000001,43500000
A,4,1,43500001,4.4e+07
A,4,1,44000001,44500000
A,4,1,44500001,4.5e+07
A,4,1,45000001,45500000
A,4,1,4500001,5e+06
A,4,1,45500001,4.6e+07
A,4,1,46000001,46500000
A,4,1,46500001,4.7e+07
A,4,1,47000001,47500000
A,4,1,47500001,4.8e+07
A,4,1,48000001,48500000
A,4,1,49000001,49500000
A,4,1,5000001,5500000
A,4,1,50500001,5.1e+07
A,4,1,51000001,51500000
A,4,1,51500001,5.2e+07
A,4,1,52000001,52500000
A,4,1,52500001,5.3e+07
A,4,1,53000001,53500000
A,4,1,53500001,5.4e+07
A,4,1,54000001,54500000
A,4,1,54500001,5.5e+07
A,4,1,55000001,55500000
A,4,1,5500001,6e+06
A,4,1,55500001,5.6e+07
A,4,1,56000001,56500000
A,4,1,56500001,5.7e+07
A,4,1,57000001,57500000
A,4,1,57500001,5.8e+07
A,4,1,58000001,58500000
A,4,1,59000001,59500000
A,4,1,59500001,6e+07
A,4,1,60000001,60500000
A,4,1,6000001,6500000
A,4,1,61000001,61500000
A,4,1,61500001,6.2e+07
A,4,1,62000001,62500000
A,4,1,62500001,6.3e+07
A,4,1,63000001,63500000
A,4,1,63500001,6.4e+07
A,4,1,64000001,64500000
A,4,1,64500001,6.5e+07
A,4,1,65000001,65500000
A,4,1,6500001,7e+06
A,4,1,65500001,6.6e+07
A,4,1,66500001,6.7e+07
A,4,1,67000001,67500000
A,4,1,68000001,68500000
A,4,1,68500001,6.9e+07
A,4,1,69500001,7e+07
A,4,1,7000001,7500000
A,4,1,70500001,7.1e+07
A,4,1,71000001,71500000
A,4,1,72500001,7.3e+07
A,4,1,73000001,73500000
A,4,1,73500001,7.4e+07
A,4,1,74000001,74500000
A,4,1,75000001,75500000
A,4,1,7500001,8e+06
A,4,1,76000001,76500000
A,4,1,76500001,7.7e+07
A,4,1,77000001,77500000
A,4,1,77500001,7.8e+07
A,4,1,78000001,78500000
A,4,1,78500001,7.9e+07
A,4,1,79000001,79500000
A,4,1,79500001,8e+07
A,4,1,80000001,80500000
A,4,1,8000001,8500000
A,4,1,80500001,8.1e+07
A,4,1,81500001,8.2e+07
A,4,1,82000001,82500000
A,4,1,83000001,83500000
A,4,1,84000001,84500000
A,4,1,85000001,85500000
A,4,1,8500001,9e+06
A,4,1,85500001,8.6e+07
A,4,1,86500001,8.7e+07
