ens_gene_id,symbol,chr,tagwise_dispersion,gene_type
ENSG00000048405,ZNF800,7,0.119,trans
ENSG00000048462,TNFRSF17,16,0.746,trans
ENSG00000048471,SNX29,16,0.592,trans
ENSG00000048540,LMO3,12,0.285,trans
ENSG00000048544,MRPS10,6,0.1,trans
ENSG00000048649,RSF1,11,0.106,trans
ENSG00000048707,VPS13D,1,0.352,trans
ENSG00000048740,CELF2,10,0.496,cis
ENSG00000048828,FAM120A,9,0.527,trans
ENSG00000048991,R3HDM1,2,0.205,trans
ENSG00000049089,COL9A2,1,0.329,trans
ENSG00000049130,KITLG,12,0.399,trans
ENSG00000049167,ERCC8,5,0.18,trans
ENSG00000049192,ADAMTS6,5,0.371,trans
ENSG00000049239,H6PD,1,0.297,trans
ENSG00000049245,VAMP3,1,0.12,trans
ENSG00000049246,PER3,1,0.358,trans
ENSG00000049249,TNFRSF9,1,0.86,trans
ENSG00000049283,EPN3,17,0.1,trans
ENSG00000049323,LTBP1,2,0.231,trans
ENSG00000049449,RCN1,11,0.114,trans
ENSG00000049540,ELN,7,0.202,trans
ENSG00000049541,RFC2,7,0.164,trans
ENSG00000049618,ARID1B,6,0.291,trans
ENSG00000049656,CLPTM1L,5,0.261,cis
ENSG00000049759,NEDD4L,18,0.16,trans
ENSG00000049768,FOXP3,X,0.226,trans
ENSG00000049769,PPP1R3F,X,0.088,trans
ENSG00000049860,HEXB,5,0.099,trans
ENSG00000049883,PTCD2,5,0.291,trans
ENSG00000050030,NEXMIF,X,0.394,trans
ENSG00000050130,JKAMP,14,0.144,trans
ENSG00000050165,DKK3,11,0.572,trans
ENSG00000050327,ARHGEF5,7,0.162,trans
ENSG00000050344,NFE2L3,7,0.153,trans
ENSG00000050393,MCUR1,6,0.12,trans
ENSG00000050405,LIMA1,12,0.183,trans
ENSG00000050426,LETMD1,12,0.254,trans
ENSG00000050438,SLC4A8,12,0.844,trans
ENSG00000050555,LAMC3,9,0.419,trans
ENSG00000050628,PTGER3,1,0.244,trans
ENSG00000050730,TNIP3,4,0.646,trans
ENSG00000050748,MAPK9,5,0.131,trans
ENSG00000050767,COL23A1,5,0.377,trans
ENSG00000050820,BCAR1,16,0.084,trans
ENSG00000051009,FHIP1B,11,0.207,trans
ENSG00000051108,HERPUD1,16,0.101,trans
ENSG00000051128,HOMER3,19,0.102,trans
ENSG00000051180,RAD51,15,0.219,trans
ENSG00000051341,POLQ,3,0.308,trans
ENSG00000051382,PIK3CB,3,0.227,trans
ENSG00000051523,CYBA,16,0.1,trans
ENSG00000051596,THOC3,5,0.067,trans
ENSG00000051620,HEBP2,6,0.131,trans
ENSG00000051825,MPHOSPH9,12,0.293,trans
ENSG00000052126,PLEKHA5,12,0.132,trans
ENSG00000052344,PRSS8,16,0.092,trans
ENSG00000052723,SIKE1,1,0.126,trans
ENSG00000052749,RRP12,10,0.163,trans
ENSG00000052795,FNIP2,4,0.246,trans
ENSG00000052802,MSMO1,4,0.115,trans
ENSG00000052841,TTC17,11,0.184,trans
ENSG00000053108,FSTL4,5,0.268,trans
ENSG00000053254,FOXN3,14,0.163,trans
ENSG00000053371,AKR7A2,1,0.118,trans
ENSG00000053372,MRTO4,1,0.115,trans
ENSG00000053438,NNAT,20,0.198,trans
ENSG00000053501,USE1,19,0.102,trans
ENSG00000053524,MCF2L2,3,0.3,trans
ENSG00000053702,NRIP2,12,0.225,trans
ENSG00000053747,LAMA3,18,0.226,trans
ENSG00000053770,AP5M1,14,0.122,trans
ENSG00000053900,ANAPC4,4,0.121,trans
ENSG00000053918,KCNQ1,11,0.111,trans
ENSG00000054116,TRAPPC3,1,0.093,trans
ENSG00000054118,THRAP3,1,0.111,trans
ENSG00000054148,PHPT1,9,0.145,trans
ENSG00000054179,ENTPD2,9,0.101,trans
ENSG00000054219,LY75,2,0.124,trans
ENSG00000054267,ARID4B,1,0.093,trans
ENSG00000054277,OPN3,1,0.212,trans
ENSG00000054282,SDCCAG8,1,0.115,trans
ENSG00000054356,PTPRN,2,1.052,trans
ENSG00000054392,HHAT,1,0.129,trans
ENSG00000054523,KIF1B,1,0.24,trans
ENSG00000054598,FOXC1,6,7.281,trans
ENSG00000054611,TBC1D22A,22,0.136,trans
ENSG00000054654,SYNE2,14,0.254,trans
ENSG00000054690,PLEKHH1,14,0.281,trans
ENSG00000054793,ATP9A,20,0.29,trans
ENSG00000054965,FAM168A,11,0.262,trans
ENSG00000054967,RELT,11,0.279,trans
ENSG00000054983,GALC,14,0.219,trans
ENSG00000055044,NOP58,2,0.088,trans
ENSG00000055070,SZRD1,1,0.178,trans
ENSG00000055118,KCNH2,7,0.374,trans
ENSG00000055130,CUL1,7,0.099,trans
ENSG00000055147,FAM114A2,5,0.137,trans
ENSG00000055163,CYFIP2,5,0.247,trans
ENSG00000055208,TAB2,6,1.042,trans
ENSG00000055211,GINM1,6,0.124,trans
ENSG00000055332,EIF2AK2,2,0.176,trans
ENSG00000055483,USP36,17,0.226,trans
ENSG00000055609,KMT2C,7,0.353,trans
ENSG00000055732,MCOLN3,1,0.301,trans
ENSG00000055917,PUM2,2,0.136,trans
ENSG00000055950,MRPL43,10,0.099,trans
ENSG00000055955,ITIH4,3,0.389,trans
ENSG00000056050,HPF1,4,0.098,trans
ENSG00000056097,ZFR,5,0.184,cis
ENSG00000056277,ZNF280C,X,0.226,trans
ENSG00000056558,TRAF1,9,0.221,trans
ENSG00000056586,RC3H2,9,0.214,trans
ENSG00000056736,IL17RB,3,0.164,trans
ENSG00000056972,TRAF3IP2,6,0.102,trans
ENSG00000056998,GYG2,X,0.218,trans
ENSG00000057019,DCBLD2,3,0.146,trans
ENSG00000057252,SOAT1,1,0.118,trans
ENSG00000057294,PKP2,12,0.192,trans
ENSG00000057468,MSH4,1,0.337,trans
ENSG00000057608,GDI2,10,0.238,cis
ENSG00000057657,PRDM1,6,0.234,trans
ENSG00000057663,ATG5,6,0.16,trans
ENSG00000057704,TMCC3,12,0.259,trans
ENSG00000057757,PITHD1,1,0.126,trans
ENSG00000057935,MTA3,2,0.148,trans
ENSG00000058056,USP13,3,0.198,trans
ENSG00000058063,ATP11B,3,0.16,trans
ENSG00000058085,LAMC2,1,0.193,trans
ENSG00000058091,CDK14,7,0.23,trans
ENSG00000058262,SEC61A1,3,0.154,trans
ENSG00000058272,PPP1R12A,12,0.09,trans
ENSG00000058335,RASGRF1,15,0.456,trans
ENSG00000058404,CAMK2B,7,0.48,trans
ENSG00000058453,CROCC,1,0.126,trans
ENSG00000058600,POLR3E,16,0.079,trans
ENSG00000058668,ATP2B4,1,0.207,trans
ENSG00000058673,ZC3H11A,1,0.181,trans
ENSG00000058729,RIOK2,5,0.129,trans
ENSG00000058799,YIPF1,1,0.119,trans
ENSG00000058804,NDC1,1,0.37,trans
ENSG00000058866,DGKG,3,0.313,trans
ENSG00000059122,FLYWCH1,16,0.219,trans
ENSG00000059145,UNKL,16,0.261,trans
ENSG00000059377,TBXAS1,7,0.509,trans
ENSG00000059378,PARP12,7,0.132,trans
ENSG00000059573,ALDH18A1,10,0.168,trans
ENSG00000059588,TARBP1,1,0.289,trans
ENSG00000059691,GATB,4,0.141,trans
ENSG00000059728,MXD1,2,0.18,trans
ENSG00000059758,CDK17,12,0.115,trans
ENSG00000059769,DNAJC25,9,0.108,trans
ENSG00000059804,SLC2A3,12,0.554,trans
ENSG00000059915,PSD,10,0.258,trans
ENSG00000060069,CTDP1,18,0.146,trans
ENSG00000060138,YBX3,12,0.093,trans
ENSG00000060140,STYK1,12,0.184,trans
ENSG00000060237,WNK1,12,0.213,trans
ENSG00000060339,CCAR1,10,0.114,trans
ENSG00000060491,OGFR,20,0.105,trans
ENSG00000060558,GNA15,19,0.096,trans
ENSG00000060642,PIGV,1,0.15,trans
ENSG00000060656,PTPRU,1,0.168,trans
ENSG00000060688,SNRNP40,1,0.227,trans
ENSG00000060718,COL11A1,1,0.313,trans
ENSG00000060749,QSER1,11,0.263,trans
ENSG00000060762,MPC1,6,0.096,trans
ENSG00000060971,ACAA1,3,0.134,trans
ENSG00000060982,BCAT1,12,0.552,trans
ENSG00000061273,HDAC7,12,0.255,trans
ENSG00000061337,LZTS1,8,0.266,trans
ENSG00000061455,PRDM6,5,0.541,trans
ENSG00000061656,SPAG4,20,0.157,trans
ENSG00000061676,NCKAP1,2,0.099,trans
ENSG00000061794,MRPS35,12,0.096,trans
ENSG00000061918,GUCY1B1,4,0.191,trans
ENSG00000061936,SFSWAP,12,0.138,trans
ENSG00000061938,TNK2,3,0.196,trans
ENSG00000061987,MON2,12,0.354,trans
ENSG00000062038,CDH3,16,0.236,trans
ENSG00000062194,GPBP1,5,0.226,trans
ENSG00000062282,DGAT2,11,0.176,trans
ENSG00000062370,ZNF112,19,0.269,trans
ENSG00000062485,CS,12,0.225,trans
ENSG00000062582,MRPS24,7,0.1,trans
ENSG00000062598,ELMO2,20,0.114,trans
ENSG00000062650,WAPL,10,0.184,trans
ENSG00000062716,VMP1,17,0.093,trans
ENSG00000062725,APPBP2,17,0.135,trans
ENSG00000062822,POLD1,19,0.137,trans
ENSG00000063015,SEZ6,17,1.182,trans
ENSG00000063046,EIF4B,12,0.233,trans
ENSG00000063127,SLC6A16,19,0.254,trans
ENSG00000063169,BICRA,19,0.141,trans
ENSG00000063176,SPHK2,19,0.146,trans
ENSG00000063177,RPL18,19,0.084,trans
ENSG00000063180,CA11,19,0.136,trans
ENSG00000063241,ISOC2,19,0.085,trans
ENSG00000063244,U2AF2,19,0.137,trans
ENSG00000063245,EPN1,19,0.099,trans
ENSG00000063322,MED29,19,0.119,trans
ENSG00000063438,AHRR,5,0.278,cis
ENSG00000063587,ZNF275,X,2.162,trans
ENSG00000063601,MTMR1,X,1.278,trans
ENSG00000063660,GPC1,2,0.116,trans
ENSG00000063761,ADCK1,14,0.212,trans
ENSG00000063854,HAGH,16,0.124,trans
ENSG00000063978,RNF4,4,0.145,trans
ENSG00000064012,CASP8,2,0.214,trans
ENSG00000064042,LIMCH1,4,0.166,trans
ENSG00000064102,INTS13,12,0.211,trans
ENSG00000064115,TM7SF3,12,0.381,trans
ENSG00000064195,DLX3,17,0.137,trans
ENSG00000064199,SPA17,11,0.109,trans
ENSG00000064201,TSPAN32,11,0.641,trans
ENSG00000064205,CCN5,20,0.501,trans
ENSG00000064218,DMRT3,9,0.331,trans
ENSG00000064225,ST3GAL6,3,0.124,trans
ENSG00000064270,ATP2C2,16,0.374,trans
ENSG00000064300,NGFR,17,0.39,trans
ENSG00000064309,CDON,11,0.257,trans
ENSG00000064313,TAF2,8,0.141,trans
ENSG00000064393,HIPK2,7,0.255,trans
ENSG00000064419,TNPO3,7,0.851,trans
ENSG00000064489,BORCS8-MEF2B,19,0.244,trans
ENSG00000064490,RFXANK,19,0.117,trans
ENSG00000064545,TMEM161A,19,0.082,trans
ENSG00000064547,LPAR2,19,0.125,trans
ENSG00000064601,CTSA,20,0.543,trans
ENSG00000064607,SUGP2,19,0.334,trans
ENSG00000064651,SLC12A2,5,0.256,trans
ENSG00000064652,SNX24,5,0.146,trans
ENSG00000064655,EYA2,20,0.138,trans
ENSG00000064666,CNN2,19,0.132,trans
ENSG00000064687,ABCA7,19,0.243,trans
ENSG00000064692,SNCAIP,5,0.316,trans
ENSG00000064703,DDX20,1,0.141,trans
ENSG00000064726,BTBD1,15,0.143,trans
ENSG00000064763,FAR2,12,0.196,trans
ENSG00000064787,BCAS1,20,0.166,trans
ENSG00000064886,CHI3L2,1,0.14,trans
ENSG00000064932,SBNO2,19,0.127,trans
ENSG00000064933,PMS1,2,0.178,trans
ENSG00000064961,HMG20B,19,0.106,trans
ENSG00000064989,CALCRL,2,0.393,trans
ENSG00000064995,TAF11,6,0.106,trans
ENSG00000064999,ANKS1A,6,0.321,trans
ENSG00000065000,AP3D1,19,0.155,trans
ENSG00000065029,ZNF76,6,0.218,trans
ENSG00000065054,SLC9A3R2,16,0.095,trans
ENSG00000065057,NTHL1,16,0.103,trans
ENSG00000065060,BLTP3A,6,0.308,trans
ENSG00000065135,GNAI3,1,0.154,trans
ENSG00000065150,IPO5,13,0.157,trans
ENSG00000065154,OAT,10,0.134,trans
ENSG00000065183,WDR3,1,0.193,trans
ENSG00000065243,PKN2,1,0.127,trans
ENSG00000065268,WDR18,19,0.102,trans
ENSG00000065308,TRAM2,6,0.284,trans
ENSG00000065320,NTN1,17,1.021,trans
ENSG00000065328,MCM10,10,0.311,cis
ENSG00000065357,DGKA,12,0.118,trans
ENSG00000065361,ERBB3,12,0.209,trans
ENSG00000065371,ROPN1,3,0.146,trans
ENSG00000065413,ANKRD44,2,0.571,trans
ENSG00000065427,KARS1,16,0.116,trans
ENSG00000065457,ADAT1,16,0.22,trans
ENSG00000065485,PDIA5,3,0.116,trans
ENSG00000065491,TBC1D22B,6,0.178,trans
ENSG00000065518,NDUFB4,3,0.167,trans
ENSG00000065526,SPEN,1,0.253,trans
ENSG00000065534,MYLK,3,0.111,trans
ENSG00000065548,ZC3H15,2,0.083,trans
ENSG00000065559,MAP2K4,17,0.125,trans
ENSG00000065600,PACC1,1,0.176,trans
ENSG00000065609,SNAP91,6,0.98,trans
ENSG00000065613,SLK,10,0.147,trans
ENSG00000065615,CYB5R4,6,0.082,trans
ENSG00000065618,COL17A1,10,1.148,trans
ENSG00000065621,GSTO2,10,0.172,trans
ENSG00000065665,SEC61A2,10,0.202,cis
ENSG00000065717,TLE2,19,0.273,trans
ENSG00000065802,ASB1,2,0.295,trans
ENSG00000065809,FAM107B,10,0.204,cis
ENSG00000065833,ME1,6,0.133,trans
ENSG00000065882,TBC1D1,4,0.224,trans
ENSG00000065883,CDK13,7,0.081,trans
ENSG00000065911,MTHFD2,2,0.165,trans
ENSG00000065923,SLC9A7,X,0.833,trans
ENSG00000065970,FOXJ2,12,0.261,trans
ENSG00000065978,YBX1,1,0.099,trans
ENSG00000065989,PDE4A,19,0.166,trans
ENSG00000066027,PPP2R5A,1,0.093,trans
ENSG00000066032,CTNNA2,2,1.045,trans
ENSG00000066044,ELAVL1,19,0.175,trans
ENSG00000066056,TIE1,1,3.075,trans
ENSG00000066084,DIP2B,12,0.208,trans
ENSG00000066117,SMARCD1,12,0.124,trans
ENSG00000066135,KDM4A,1,0.189,trans
ENSG00000066136,NFYC,1,0.086,trans
ENSG00000066185,ZMYND12,1,0.159,trans
ENSG00000066230,SLC9A3,5,0.222,cis
ENSG00000066248,NGEF,2,0.112,trans
ENSG00000066279,ASPM,1,0.241,trans
ENSG00000066294,CD84,1,0.229,trans
ENSG00000066322,ELOVL1,1,0.106,trans
ENSG00000066336,SPI1,11,0.261,trans
ENSG00000066379,POLR1H,6,0.162,trans
ENSG00000066382,MPPED2,11,0.356,trans
ENSG00000066405,CLDN18,3,0.305,trans
ENSG00000066422,ZBTB11,3,0.137,trans
ENSG00000066427,ATXN3,14,0.221,trans
ENSG00000066455,GOLGA5,14,0.105,trans
ENSG00000066468,FGFR2,10,0.226,trans
ENSG00000066557,LRRC40,1,0.117,trans
ENSG00000066583,ISOC1,5,0.126,trans
ENSG00000066629,EML1,14,0.292,trans
ENSG00000066651,TRMT11,6,0.117,trans
ENSG00000066654,THUMPD1,16,0.116,trans
ENSG00000066697,MSANTD3,9,0.195,trans
ENSG00000066735,KIF26A,14,0.469,trans
ENSG00000066739,ATG2B,14,0.209,trans
ENSG00000066777,ARFGEF1,8,0.21,trans
ENSG00000066813,ACSM2B,16,0.46,trans
ENSG00000066827,ZFAT,8,0.176,trans
ENSG00000066855,MTFR1,8,0.172,trans
ENSG00000066923,STAG3,7,0.155,trans
ENSG00000066926,FECH,18,0.159,trans
ENSG00000066933,MYO9A,15,0.146,trans
ENSG00000067048,DDX3Y,Y,0.191,trans
ENSG00000067057,PFKP,10,0.277,cis
ENSG00000067064,IDI1,10,0.146,cis
ENSG00000067066,SP100,2,0.145,trans
ENSG00000067082,KLF6,10,0.137,cis
ENSG00000067113,PLPP1,5,0.315,trans
ENSG00000067141,NEO1,15,0.2,trans
ENSG00000067167,TRAM1,8,0.135,trans
ENSG00000067177,PHKA1,X,0.224,trans
ENSG00000067182,TNFRSF1A,12,0.109,trans
ENSG00000067191,CACNB1,17,0.273,trans
ENSG00000067208,EVI5,1,0.126,trans
ENSG00000067221,STOML1,15,0.129,trans
ENSG00000067225,PKM,15,0.084,trans
ENSG00000067248,DHX29,5,0.133,trans
ENSG00000067334,DNTTIP2,1,0.092,trans
ENSG00000067365,METTL22,16,0.328,trans
ENSG00000067369,TP53BP1,15,0.264,trans
ENSG00000067445,TRO,X,0.285,trans
ENSG00000067533,RRP15,1,0.119,trans
ENSG00000067560,RHOA,3,0.105,trans
ENSG00000067596,DHX8,17,0.243,trans
ENSG00000067606,PRKCZ,1,0.692,trans
ENSG00000067704,IARS2,1,0.224,trans
ENSG00000067715,SYT1,12,0.336,trans
ENSG00000067798,NAV3,12,0.229,trans
ENSG00000067829,IDH3G,X,0.079,trans
ENSG00000067836,ROGDI,16,0.15,trans
ENSG00000067840,PDZD4,X,0.284,trans
ENSG00000067900,ROCK1,18,0.089,trans
ENSG00000067955,CBFB,16,0.093,trans
ENSG00000067992,PDK3,X,0.353,trans
ENSG00000068001,HYAL2,3,0.128,trans
ENSG00000068024,HDAC4,2,0.356,trans
ENSG00000068028,RASSF1,3,0.137,trans
ENSG00000068078,FGFR3,4,0.166,trans
ENSG00000068079,IFI35,17,0.183,trans
ENSG00000068097,HEATR6,17,0.187,trans
ENSG00000068120,COASY,17,0.266,trans
ENSG00000068137,PLEKHH3,17,0.209,trans
ENSG00000068305,MEF2A,15,0.218,trans
ENSG00000068308,OTUD5,X,0.149,trans
ENSG00000068323,TFE3,X,0.182,trans
ENSG00000068354,TBC1D25,X,0.276,trans
ENSG00000068366,ACSL4,X,0.141,trans
ENSG00000068383,INPP5A,10,0.136,trans
ENSG00000068394,GPKOW,X,0.199,trans
ENSG00000068400,GRIPAP1,X,1.332,trans
ENSG00000068438,FTSJ1,X,0.196,trans
ENSG00000068489,PRR11,17,0.217,trans
ENSG00000068615,REEP1,2,0.351,trans
ENSG00000068650,ATP11A,13,0.233,trans
ENSG00000068654,POLR1A,2,0.309,trans
ENSG00000068697,LAPTM4A,2,0.087,trans
ENSG00000068724,TTC7A,2,0.147,trans
ENSG00000068745,IP6K2,3,0.179,trans
ENSG00000068781,STON1-GTF2A1L,2,0.971,trans
ENSG00000068784,SRBD1,2,0.191,trans
ENSG00000068796,KIF2A,5,0.229,trans
ENSG00000068831,RASGRP2,11,0.226,trans
ENSG00000068878,PSME4,2,0.639,trans
ENSG00000068885,IFT80,3,0.151,trans
ENSG00000068903,SIRT2,19,0.076,trans
ENSG00000068912,ERLEC1,2,0.109,trans
ENSG00000068971,PPP2R5B,11,0.114,trans
ENSG00000068976,PYGM,11,1.01,trans
ENSG00000069011,PITX1,5,0.074,trans
ENSG00000069020,MAST4,5,0.436,trans
ENSG00000069122,ADGRF5,6,1.992,trans
ENSG00000069188,SDK2,17,1.063,trans
ENSG00000069248,NUP133,1,0.238,trans
ENSG00000069275,NUCKS1,1,0.161,trans
ENSG00000069329,VPS35,16,0.074,trans
ENSG00000069345,DNAJA2,16,0.093,trans
ENSG00000069399,BCL3,19,0.113,trans
ENSG00000069424,KCNAB2,1,0.185,trans
ENSG00000069431,ABCC9,12,0.312,trans
ENSG00000069482,GAL,11,0.194,trans
ENSG00000069493,CLEC2D,12,0.422,trans
ENSG00000069509,FUNDC1,X,0.182,trans
ENSG00000069535,MAOB,X,0.455,trans
ENSG00000069667,RORA,15,0.154,trans
ENSG00000069696,DRD4,11,1.002,trans
ENSG00000069702,TGFBR3,1,0.225,trans
ENSG00000069712,,,0.178,trans
ENSG00000069764,PLA2G10,16,0.31,trans
ENSG00000069812,HES2,1,0.365,trans
ENSG00000069849,ATP1B3,3,0.09,trans
ENSG00000069869,NEDD4,15,0.497,trans
ENSG00000069943,PIGB,15,0.135,trans
ENSG00000069956,MAPK6,15,0.103,trans
ENSG00000069966,GNB5,15,0.195,trans
ENSG00000069974,RAB27A,15,0.143,trans
ENSG00000069998,HDHD5,22,0.224,trans
ENSG00000070010,UFD1,22,0.132,trans
ENSG00000070018,LRP6,12,0.106,trans
ENSG00000070019,GUCY2C,12,0.188,trans
ENSG00000070047,PHRF1,11,0.694,trans
ENSG00000070061,ELP1,9,0.276,trans
ENSG00000070081,NUCB2,11,0.09,trans
ENSG00000070087,PFN2,3,0.157,trans
ENSG00000070159,PTPN3,9,0.318,trans
ENSG00000070182,SPTB,14,0.541,trans
ENSG00000070190,DAPP1,4,0.198,trans
ENSG00000070214,SLC44A1,9,0.142,trans
ENSG00000070269,TMEM260,14,0.151,trans
ENSG00000070366,SMG6,17,0.144,trans
ENSG00000070367,EXOC5,14,0.11,trans
ENSG00000070371,CLTCL1,22,1.99,trans
ENSG00000070388,FGF22,19,2.547,trans
ENSG00000070404,FSTL3,19,0.143,trans
ENSG00000070413,DGCR2,22,0.186,trans
ENSG00000070423,RNF126,19,0.104,trans
ENSG00000070444,MNT,17,0.262,trans
ENSG00000070476,ZXDC,3,0.209,trans
ENSG00000070495,JMJD6,17,0.18,trans
ENSG00000070501,POLB,8,0.133,trans
ENSG00000070540,WIPI1,17,0.126,trans
ENSG00000070601,FRMPD1,9,0.212,trans
ENSG00000070610,GBA2,9,0.241,trans
ENSG00000070614,NDST1,5,0.267,trans
ENSG00000070669,ASNS,7,0.115,trans
ENSG00000070718,AP3M2,8,0.381,trans
ENSG00000070729,CNGB1,16,0.256,trans
ENSG00000070731,ST6GALNAC2,17,0.101,trans
ENSG00000070756,PABPC1,8,0.075,trans
ENSG00000070759,TESK2,1,0.288,trans
ENSG00000070761,CFAP20,16,0.131,trans
ENSG00000070770,CSNK2A2,16,0.126,trans
ENSG00000070778,PTPN21,14,0.232,trans
ENSG00000070785,EIF2B3,1,0.138,trans
ENSG00000070808,CAMK2A,5,0.751,trans
ENSG00000070814,TCOF1,5,0.12,trans
ENSG00000070831,CDC42,1,0.102,trans
ENSG00000070882,OSBPL3,7,0.328,trans
ENSG00000070886,EPHA8,1,1.613,trans
ENSG00000070950,RAD18,3,0.159,trans
ENSG00000070961,ATP2B1,12,0.145,trans
ENSG00000071051,NCK2,2,0.095,trans
ENSG00000071054,MAP4K4,2,0.228,trans
ENSG00000071073,MGAT4A,2,0.212,trans
ENSG00000071082,RPL31,2,0.109,trans
ENSG00000071127,WDR1,4,0.154,trans
ENSG00000071189,SNX13,7,0.189,trans
ENSG00000071205,ARHGAP10,4,0.23,trans
ENSG00000071242,RPS6KA2,6,0.325,trans
ENSG00000071243,ING3,7,0.143,trans
ENSG00000071246,VASH1,14,0.233,trans
ENSG00000071282,LMCD1,3,0.228,trans
ENSG00000071462,BUD23,7,0.182,trans
ENSG00000071537,SEL1L,14,0.223,trans
ENSG00000071539,TRIP13,5,0.232,cis
ENSG00000071553,ATP6AP1,X,0.146,trans
ENSG00000071564,TCF3,19,0.139,trans
ENSG00000071575,TRIB2,2,0.276,trans
ENSG00000071626,DAZAP1,19,0.158,trans
ENSG00000071655,MBD3,19,0.134,trans
ENSG00000071794,HLTF,3,0.201,trans
ENSG00000071859,FAM50A,X,0.121,trans
ENSG00000071889,FAM3A,X,0.09,trans
ENSG00000071894,CPSF1,8,2.761,trans
ENSG00000071909,MYO3B,2,1.372,trans
ENSG00000071967,CYBRD1,2,0.133,trans
ENSG00000071991,CDH19,18,0.152,trans
ENSG00000071994,PDCD2,6,0.124,trans
ENSG00000072041,SLC6A15,12,0.165,trans
ENSG00000072042,RDH11,14,0.101,trans
ENSG00000072062,PRKACA,19,0.135,trans
ENSG00000072071,ADGRL1,19,0.393,trans
ENSG00000072080,SPP2,2,2.108,trans
ENSG00000072110,ACTN1,14,0.096,trans
ENSG00000072121,ZFYVE26,14,0.303,trans
ENSG00000072133,RPS6KA6,X,0.943,trans
ENSG00000072134,EPN2,17,0.193,trans
ENSG00000072135,PTPN18,2,0.137,trans
ENSG00000072163,LIMS2,2,0.15,trans
ENSG00000072182,ASIC4,2,0.171,trans
ENSG00000072195,SPEG,2,0.431,trans
ENSG00000072201,LNX1,4,0.107,trans
ENSG00000072210,ALDH3A2,17,0.173,trans
ENSG00000072274,TFRC,3,0.297,trans
ENSG00000072310,SREBF1,17,0.112,trans
ENSG00000072364,AFF4,5,0.22,trans
ENSG00000072401,UBE2D1,10,0.157,trans
ENSG00000072415,PALS1,14,0.173,trans
ENSG00000072422,RHOBTB1,10,0.21,trans
ENSG00000072501,SMC1A,X,0.279,trans
ENSG00000072506,HSD17B10,X,0.141,trans
ENSG00000072518,MARK2,11,0.241,trans
ENSG00000072571,HMMR,5,0.105,trans
ENSG00000072609,CHFR,12,0.197,trans
ENSG00000072657,TRHDE,12,0.366,trans
ENSG00000072682,P4HA2,5,0.136,trans
ENSG00000072694,FCGR2B,1,0.599,trans
ENSG00000072736,NFATC3,16,0.187,trans
ENSG00000072756,TRNT1,3,0.106,trans
ENSG00000072778,ACADVL,17,0.221,trans
ENSG00000072786,STK10,5,0.244,trans
ENSG00000072803,FBXW11,5,0.229,trans
ENSG00000072818,ACAP1,17,0.347,trans
ENSG00000072832,CRMP1,4,0.289,trans
ENSG00000072840,EVC,4,1.232,trans
ENSG00000072849,DERL2,17,0.105,trans
ENSG00000072858,SIDT1,3,0.406,trans
ENSG00000072864,NDE1,16,0.187,trans
ENSG00000072952,IRAG1,11,0.271,trans
ENSG00000072954,TMEM38A,19,0.167,trans
ENSG00000072958,AP1M1,19,0.128,trans
ENSG00000073008,PVR,19,0.229,trans
ENSG00000073050,XRCC1,19,0.112,trans
ENSG00000073060,SCARB1,12,0.121,trans
ENSG00000073111,MCM2,3,0.321,trans
ENSG00000073150,PANX2,22,0.154,trans
ENSG00000073169,SELENOO,22,0.126,trans
ENSG00000073282,TP63,3,0.364,trans
ENSG00000073331,ALPK1,4,0.15,trans
ENSG00000073350,LLGL2,17,0.151,trans
ENSG00000073417,PDE8A,15,0.151,trans
ENSG00000073464,CLCN4,X,0.222,trans
ENSG00000073536,NLE1,17,0.183,trans
ENSG00000073578,SDHA,5,0.206,cis
ENSG00000073584,SMARCE1,17,0.08,trans
ENSG00000073598,FNDC8,17,0.313,trans
ENSG00000073605,GSDMB,17,0.47,trans
ENSG00000073614,KDM5A,12,0.182,trans
ENSG00000073670,ADAM11,17,0.405,trans
ENSG00000073711,PPP2R3A,3,0.111,trans
ENSG00000073712,FERMT2,14,0.203,trans
ENSG00000073754,CD5L,1,1.416,trans
ENSG00000073756,PTGS2,1,0.282,trans
ENSG00000073792,IGF2BP2,3,0.178,trans
ENSG00000073803,MAP3K13,3,0.1,trans
ENSG00000073849,ST6GAL1,3,0.192,trans
ENSG00000073910,FRY,13,0.214,trans
ENSG00000073921,PICALM,11,0.091,trans
ENSG00000073969,NSF,17,0.175,trans
ENSG00000074054,CLASP1,2,0.534,trans
ENSG00000074071,MRPS34,16,0.088,trans
ENSG00000074181,NOTCH3,19,0.188,trans
ENSG00000074201,CLNS1A,11,0.149,trans
ENSG00000074211,PPP2R2C,4,0.336,trans
ENSG00000074219,TEAD2,19,0.185,trans
ENSG00000074266,EED,11,0.126,trans
ENSG00000074276,CDHR2,5,0.35,trans
ENSG00000074319,TSG101,11,0.191,trans
ENSG00000074356,NCBP3,17,0.44,trans
ENSG00000074370,ATP2A3,17,0.124,trans
ENSG00000074410,CA12,15,0.213,trans
ENSG00000074416,MGLL,3,0.137,trans
ENSG00000074527,NTN4,12,0.092,trans
ENSG00000074582,BCS1L,2,0.143,trans
ENSG00000074590,NUAK1,12,0.164,trans
ENSG00000074603,DPP8,15,0.135,trans
ENSG00000074621,SLC24A1,15,0.318,trans
ENSG00000074657,ZNF532,18,0.221,trans
