SA535X4XB05985-A98262A-R04-C17,SA535X4XB05985-A98262A-R06-C09,SA535X4XB05985-A98262A-R07-C30,SA535X4XB05985-A98262A-R08-C07,SA535X4XB05985-A98262A-R09-C15,SA535X4XB05985-A98262A-R09-C25,SA535X4XB05985-A98262A-R09-C29,SA535X4XB05985-A98262A-R10-C24,SA535X4XB05985-A98262A-R11-C13,SA535X4XB05985-A98262A-R12-C44,SA535X4XB05985-A98262A-R13-C12,SA535X4XB05985-A98262A-R13-C15,SA535X4XB05985-A98262A-R14-C16,SA535X4XB05985-A98262A-R14-C21,SA535X4XB05985-A98262A-R16-C30
1_241500001_242000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_242000001_242500000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_242500001_243000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_243500001_244000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_244000001_244500000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_244500001_245000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_245000001_245500000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_245500001_246000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_246000001_246500000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_246500001_247000000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1_247000001_247500000,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
2_500001_1000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_1500001_2000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_2000001_2500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_2500001_3000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_3000001_3500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_4000001_4500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_5500001_6000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_6000001_6500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_6500001_7000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_7000001_7500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_7500001_8000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_8000001_8500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_8500001_9000000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_9000001_9500000,6,5,5,4,5,6,6,6,6,6,7,6,5,5,5
2_9500001_10000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_10000001_10500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_10500001_11000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_11500001_12000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_12000001_12500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_12500001_13000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_13000001_13500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_13500001_14000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_14000001_14500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_15000001_15500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_15500001_16000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_17000001_17500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_17500001_18000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_18000001_18500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_18500001_19000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_19500001_20000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_20000001_20500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_20500001_21000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_21500001_22000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_22000001_22500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_22500001_23000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_23500001_24000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_24000001_24500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_24500001_25000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_25000001_25500000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_25500001_26000000,6,5,5,4,5,6,6,6,6,6,7,7,5,5,5
2_26000001_26500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_26500001_27000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_27000001_27500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_27500001_28000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_28000001_28500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_28500001_29000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_29000001_29500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_29500001_30000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_30000001_30500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_30500001_31000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_31000001_31500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_31500001_32000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_32000001_32500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_32500001_33000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_33500001_34000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_34000001_34500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_35000001_35500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_35500001_36000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_36500001_37000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_37000001_37500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_37500001_38000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_38000001_38500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_38500001_39000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_39000001_39500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_39500001_40000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_40000001_40500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_40500001_41000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_41000001_41500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_42000001_42500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_42500001_43000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_43000001_43500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_44000001_44500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_44500001_45000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_45500001_46000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_46000001_46500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_46500001_47000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_47000001_47500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_47500001_48000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_48000001_48500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_48500001_49000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_49000001_49500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_49500001_50000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_50000001_50500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_50500001_51000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_51000001_51500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_51500001_52000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_52000001_52500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_52500001_53000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_53000001_53500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_53500001_54000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_54000001_54500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_54500001_55000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_55000001_55500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_55500001_56000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_56000001_56500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_56500001_57000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_57000001_57500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_58000001_58500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_58500001_59000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_59000001_59500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_59500001_60000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_60500001_61000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_61000001_61500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_61500001_62000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_62000001_62500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_62500001_63000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_63000001_63500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_63500001_64000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_64000001_64500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_64500001_65000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_65000001_65500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_65500001_66000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_67000001_67500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_67500001_68000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_68000001_68500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_68500001_69000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_69000001_69500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_69500001_70000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_70000001_70500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_70500001_71000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_71000001_71500000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_72500001_73000000,6,5,5,4,5,6,6,6,5,6,7,7,5,5,5
2_73000001_73500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_74500001_75000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_75000001_75500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_75500001_76000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_76000001_76500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_78000001_78500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_78500001_79000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_79000001_79500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_79500001_80000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_80000001_80500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_80500001_81000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_81000001_81500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_81500001_82000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_82000001_82500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_82500001_83000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_83000001_83500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_83500001_84000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_84000001_84500000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_84500001_85000000,6,5,5,4,4,6,6,6,5,6,7,7,5,5,5
2_85000001_85500000,6,5,5,4,3,6,6,6,5,6,7,7,5,5,5
2_85500001_86000000,6,5,5,4,3,6,6,6,5,6,7,7,5,5,5
2_86000001_86500000,6,5,5,4,3,6,6,6,5,6,7,7,5,5,5
2_88500001_89000000,6,4,5,4,3,6,6,5,5,6,7,7,4,5,5
2_89000001_89500000,6,4,5,4,3,6,6,5,5,6,7,7,4,5,5
2_95500001_96000000,6,7,5,6,6,7,6,7,7,6,7,7,6,6,6
2_97000001_97500000,6,7,6,6,6,7,7,7,7,6,7,7,6,6,6
2_98500001_99000000,6,7,6,6,6,7,7,7,7,8,7,7,6,6,6
2_99000001_99500000,6,7,6,6,6,7,7,7,7,8,7,7,6,6,6
2_99500001_100000000,6,7,6,6,6,7,7,7,7,8,7,7,6,6,6
2_100000001_100500000,6,7,6,6,6,7,7,7,7,8,7,7,6,6,6
2_101000001_101500000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_101500001_102000000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_102000001_102500000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_102500001_103000000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_103500001_104000000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_104000001_104500000,6,7,6,6,6,7,7,7,7,8,8,7,6,6,6
2_104500001_105000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_105000001_105500000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_105500001_106000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_106000001_106500000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_107500001_108000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_109500001_110000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_111500001_112000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_112000001_112500000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_113500001_114000000,6,7,6,6,5,7,7,7,7,8,8,7,6,6,6
2_114500001_115000000,7,7,6,6,5,8,7,7,7,8,8,7,6,6,6
2_115000001_115500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_115500001_116000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_116000001_116500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_117000001_117500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_117500001_118000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_119000001_119500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_120000001_120500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_120500001_121000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_121000001_121500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_121500001_122000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_122000001_122500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_123000001_123500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_123500001_124000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_124000001_124500000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_124500001_125000000,7,7,6,6,6,8,7,7,7,8,8,7,7,6,6
2_125500001_126000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_126000001_126500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_127000001_127500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_127500001_128000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_128000001_128500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_128500001_129000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_129000001_129500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_133000001_133500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_133500001_134000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_135000001_135500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_135500001_136000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_136000001_136500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_136500001_137000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_137000001_137500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_137500001_138000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_138500001_139000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_139000001_139500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_139500001_140000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_140000001_140500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_140500001_141000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_141000001_141500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_141500001_142000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_142000001_142500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_142500001_143000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_143000001_143500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_143500001_144000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_144000001_144500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_145000001_145500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_145500001_146000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_146000001_146500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_146500001_147000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_147000001_147500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_147500001_148000000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_148000001_148500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_149000001_149500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_150000001_150500000,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3
2_151000001_151500000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_151500001_152000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_152500001_153000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_153000001_153500000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_154500001_155000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_155000001_155500000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_155500001_156000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_156000001_156500000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_156500001_157000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_157000001_157500000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_157500001_158000000,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3
2_158500001_159000000,3,3,4,4,3,4,3,4,4,4,5,5,3,3,3
2_159500001_160000000,3,3,4,4,3,4,3,4,4,4,5,5,3,3,3
2_160000001_160500000,3,3,4,4,3,4,3,4,4,4,5,5,3,3,3
2_160500001_161000000,3,3,4,4,3,4,3,4,4,4,5,5,3,3,3
2_161000001_161500000,3,3,4,4,3,4,3,4,4,4,5,5,3,3,3
2_162000001_162500000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_162500001_163000000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_163000001_163500000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_163500001_164000000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_164000001_164500000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_164500001_165000000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_165000001_165500000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_165500001_166000000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_166000001_166500000,7,6,6,7,6,8,6,7,5,7,8,7,5,3,5
2_167000001_167500000,8,7,7,9,7,10,7,9,7,9,11,10,5,4,6
2_168000001_168500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_168500001_169000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_169000001_169500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_169500001_170000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_170500001_171000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_171000001_171500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_171500001_172000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_172000001_172500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_172500001_173000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_173500001_174000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_174000001_174500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_174500001_175000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_175500001_176000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_177000001_177500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_177500001_178000000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_178000001_178500000,8,7,7,9,7,10,7,9,7,9,11,10,6,4,6
2_179000001_179500000,8,7,7,9,7,10,7,9,7,8,11,10,6,4,6
2_180000001_180500000,8,7,7,7,6,8,7,7,6,8,11,7,6,3,6
2_180500001_181000000,7,6,7,7,6,8,7,7,6,8,8,7,5,3,5
2_181000001_181500000,7,6,7,7,6,8,7,7,6,8,8,7,5,3,5
2_182000001_182500000,7,6,7,7,6,8,7,7,6,8,8,7,5,3,5
2_182500001_183000000,7,6,6,7,6,8,6,7,6,8,8,7,5,3,5
2_183500001_184000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_184000001_184500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_184500001_185000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_185000001_185500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_185500001_186000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_186000001_186500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_187000001_187500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_187500001_188000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_188000001_188500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_188500001_189000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_189000001_189500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_189500001_190000000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_190000001_190500000,7,6,6,7,6,8,6,7,5,8,8,7,5,3,5
2_190500001_191000000,6,5,6,5,4,6,5,5,3,5,5,5,4,2,4
2_191000001_191500000,6,5,6,5,4,6,5,5,3,5,5,5,4,2,4
2_191500001_192000000,6,5,6,5,4,6,5,5,3,5,5,5,4,2,4
2_192000001_192500000,6,5,6,5,4,6,5,5,3,5,5,5,4,2,4
2_192500001_193000000,6,5,6,5,4,6,5,5,3,5,5,5,4,2,4
2_193500001_194000000,5,5,4,5,4,5,5,5,3,5,5,5,4,2,4
2_194500001_195000000,5,5,4,5,4,5,5,5,3,5,5,5,4,2,4
2_195000001_195500000,5,5,4,5,4,5,5,5,3,5,5,5,4,2,4
2_196500001_197000000,5,5,5,5,4,5,5,5,3,5,5,5,4,2,4
2_197000001_197500000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_198000001_198500000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_199000001_199500000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_199500001_200000000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_200000001_200500000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_200500001_201000000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_201000001_201500000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_201500001_202000000,5,5,5,5,4,6,5,5,3,5,5,5,4,2,3
2_202500001_203000000,5,5,5,5,4,6,5,5,3,5,5,5,4,3,3
2_203000001_203500000,5,5,5,5,4,6,5,5,3,5,5,5,4,3,3
2_203500001_204000000,5,5,5,5,4,6,5,5,3,5,5,5,4,3,5
2_204000001_204500000,5,5,5,5,4,6,5,5,3,5,5,5,4,3,5
2_204500001_205000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_205000001_205500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_206000001_206500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_206500001_207000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_207000001_207500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_208000001_208500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_208500001_209000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_209000001_209500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_210500001_211000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_211000001_211500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_211500001_212000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_212000001_212500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_212500001_213000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_213000001_213500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_213500001_214000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_214500001_215000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_215000001_215500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_215500001_216000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_216000001_216500000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_216500001_217000000,5,5,6,5,4,6,5,5,3,5,5,5,5,3,5
2_217000001_217500000,8,8,6,8,7,10,8,8,3,7,8,8,7,3,7
2_217500001_218000000,8,8,8,8,7,10,8,8,5,7,8,8,7,3,7
2_218000001_218500000,8,8,8,8,7,10,8,8,5,7,8,8,7,3,7
2_218500001_219000000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_219000001_219500000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_219500001_220000000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_220000001_220500000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_220500001_221000000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_221000001_221500000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
2_221500001_222000000,8,8,8,8,7,10,8,8,5,9,8,8,7,3,7
