DOB,Transplant Date,,Transplant site,Age at transplant,Strain,Tumor ID,Patient ID,SA ID,Passage,Source type,Treatment naive/pre,Date of Dx,Age at Dx,Metastasis,Mets at Dx,Date of mets Dx,Mets site,SQL Barcode,Cage,Comments for surgery,Wound dehiscence,,,DLP ID,10X ID,Intrathoracic Mass,Histology,Cell suspension vol (ul),Last tumor palpation,,Next tumor palpation,,Primary tumor removal,12 wks from PTR,16 wks from PTR,Euthanize,PTR-Mets,Time to mets detection,PET/CT,Second surgery,8wks after PTR,Metastasis,metastatic site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2018,1/22/19,B,MFP,12wks,NRG,X1986-33,CID0003465,,2,,,,,,,,,3284,HL190122(1),,,"PTR on Apr16/19, hard mass, easily removed, minor bleeding","Euth on Jun24/19, Left axillary mets (8x8x8), no other gross mets
AxiM:FFPEx1, VFx3, Lung:FFPEx1, VFx2 (gentle macs only)",,,,,,,,,,4/16/19,7/9/19,8/6/19,6/24/19,,,,,,,,4/1/19,144.5,4/4/19,174.4,4/8/19,220.2,4/11/19,220.2,4/15/19,589.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2018,1/22/19,N,MFP,12wks,NRG,X1986-34,CID0003465,,2,,,,,,,,,3285,HL190122(1),,,"PTR on Apr16/19, hard mass, easily removed, minor bleeding","Euth on Jun24/19, Left axillary mets (8x8x8), no other gross mets
AxiM:FFPEx1, VFx3, Lung:FFPEx1, VFx2 (gentle macs only)",,,,,,,,,,4/16/19,7/9/19,8/6/19,6/24/19,,,,,,,,4/1/19,230.6,4/4/19,230.6,4/8/19,268.9,4/11/19,275.9,4/15/19,440.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2018,1/22/19,R,MFP(sgRNA),9wks,NSG,X1986-35,CID0003465,,2,,,,,,,,,3286,HL190122(2),,,"PTR on May15/19, hard mass (14x10x8), easily removed, minor bleeding",,,,,,,,,,,5/15/19,8/8/19,9/5/19,,,,,,,,,4/1/19,184.5,4/4/19,191.1,4/8/19,203.1,4/11/19,254.5,4/15/19,383.3,4/18/19,392.6,4/23/19,399.9,4/25/19,419.2,4/29/19,447,5/2/19,447,5/6/19,467.5,5/9/19,601.9,5/13/19,762.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,R,MFP,12wks,NRG,X1991-1M1,CID0003466,,2,Axillary mets from passage 1,,,,,,,,3320,HL190204(1),,,PTR on Apr30/19,"Euth on Aug 13, left axillary mets, no other gross mets, no samples collected",,,,,,,,,,4/30/19,7/23/19,8/20/19,8/13/19,,,,,,,,4/1/19,203.9,4/4/19,234.4,4/8/19,267.5,4/11/19,275.2,4/15/19,296.5,4/18/19,356.1,4/23/19,356.1,4/25/19,362.8,4/29/19,635.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,L,MFP,12wks,NRG,X1991-1M2,CID0003466,,2,Axillary mets from passage 1,,,,,,,,3321,HL190204(1),,,"PTR on May7/19,  hard mass, easily removed, minimal bleeding",Lung dissociation kit,,,,,,,,,,5/7/19,7/30/19,8/27/19,,,,,,,,,4/1/19,144.7,4/4/19,197.9,4/8/19,204.3,4/11/19,217.5,4/15/19,358.2,4/18/19,412.8,4/23/19,465.4,4/25/19,469.2,4/29/19,495.9,5/2/19,495.9,5/6/19,507.4,,,7/1/19,304.5,7/4/19,360.7,7/8/19,398.7,7/11/19,444.5,7/15/19,577.2,7/17/19,616.7,7/22/19,616.7,7/25/19,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,B,MFP,12wks,NRG,X1991-1M3,CID0003466,,2,Axillary mets from passage 1,,,,,,,,3322,HL190204(1),,,"PTR on Jun3/19, hard mass, easily removed, minimal bleeding","Euth on Aug 13 d/t sick report; hunched, abdominal distension, piloerection, general illness, score 4.
Large amount of bloody ascited and multiple liver mets, no samples collected",,,,,,,,,,6/3/19,8/26/19,9/23/19,8/13/19,,,,,,,,4/1/19,128.9,4/4/19,169.9,4/8/19,175.4,4/11/19,186.7,4/15/19,271.6,4/18/19,281.9,4/23/19,299,4/25/19,299,4/29/19,459.1,5/2/19,463.3,5/6/19,463.3,5/9/19,363.4,5/13/19,430.1,5/16/19,447.5,5/20/19,469.3,5/23/19,513.7,5/27/19,620.1,5/30/19,656.6,6/3/19,709.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,N,MFP,12wks,NRG,X1991-1M4,CID0003466,,2,Axillary mets from passage 1,,,,,,,,3323,HL190204(1),,,"Difficulty in breathing, score 5 on Mar15/19, euth: huge thoracic mass",,,,,,,,,,,,,,3/15/19,,,,,,,,5/9/19,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,R,MFP,12wks,NRG,X1991-1M5,CID0003466,,2,Liver mets from passage 1,,,,,,,,3324,HL190204(2),,,"PTR on Apr14/19, small mass, easily removed, minimal bledding","Euth by staff Jul9/19, score 5.",,,,,,,,,,4/14/19,7/7/19,8/4/19,7/9/19,,,,,,,,3/21/19,173.9,3/25/19,221.7,3/28/19,300.4,4/1/19,340.8,4/4/19,360.2,4/8/19,526.5,4/11/19,526.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,L,MFP,12wks,NRG,X1991-1M6,CID0003466,,2,Liver mets from passage 1,,,,,,,,3325,HL190204(2),,,,"Euth on Jul22/19, tumor recur, small left axillary mets, tiny multiple liver mets, no other specific findings
Lung:FFPEx1, Liver:FFPEx1, AxiM:FFx1, VFx1, TuRec:FFPEx1, VFx2",,,,,,,,,,,,,7/22/19,,,,,,,,3/21/19,247.6,3/25/19,267.4,3/28/19,267.4,4/1/19,267.4,4/4/19,259.1,4/8/19,259.1,4/11/19,321.8,4/15/19,357.6,4/18/19,357.6,4/23/19,406,4/25/19,447.6,4/29/19,527.2,7/1/19,146,7/4/19,161,7/8/19,161,7/11/19,163,7/15/19,180.2,7/17/19,193.7,7/22/19,210.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,B,MFP,12wks,NRG,X1991-1M7,CID0003466,,2,Liver mets from passage 1,,,,,,,,3326,HL190204(2),,,"PTR on Apr14/19, small mass, easily removed, minimal bledding","Euth Jun18/19, small left axillary mets, intra-abdominal mass (8x8x8), multiple liver mets
Lung:FFPEx1, VFx2(gentle macs only), Liver:FFPEx1, VFx4, AxiM:FFPEx1, VFx1, AbdM:FFPEx1, VFx2",,,,,,,,,,4/14/19,7/7/19,8/4/19,6/18/19,,,,,,,,3/21/19,185.1,3/25/19,256.3,3/28/19,293.3,4/1/19,326.8,4/4/19,266.9,4/8/19,462.1,4/11/19,462.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,2/4/19,N,MFP,12wks,NRG,X1991-1M8,CID0003466,,2,Liver mets from passage 1,,,,,,,,3327,HL190204(2),,,,"Euth Jun18/19, small left axillary mets, multiple large liver mets
Lung:FFPEx1, VFx2(gentle macs only), Liver:FFPEx1, VFx4, AxiM:VFx2",,,,,,,,,,,,,6/18/19,,,,,,,,3/21/19,164.5,3/25/19,164.5,3/28/19,272,4/1/19,288.3,4/4/19,288.3,4/8/19,318.4,4/11/19,443,4/15/19,523.8,4/18/19,523.8,4/23/19,535.2,4/25/19,544.2,4/29/19,708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019,5/10/19,R,MFP,12wks,NRG,X0028-121D1323415,CBX028,SA609,11,"TPx2, tiny pellet",,,,,,,,3436,HL190510,,,"PTR on Jul 8/19, large fragile mass, easily removed, minor bleeding. FFPEx1, FFx2, TPx2, VFx4","Euth on Feb5/20, no mets. Lung:FFPEx1",,,,negative for lung mets,,,,,,7/8/19,9/30/19,10/28/19,2/5/20,,,,,,,,6/27/19,110.2,7/1/19,202.2,7/4/19,202.2,7/8/19,811.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019,5/10/19,L,MFP,12wks,NRG,X0028-121D1323416,CBX028,SA609,11,"VFx1, small pellet",,,,,,,,3437,HL190510,,,"PTR on Jun25/19, large fragile mass, easily removed, minor bleeding.FFPEx1, FFx2, TPx2, VFx4","Euth on Sep12/19, large tumor recur, no other gross mets.
Lung:FFPEx1, TuRec: FFPEx1, OCTx1, FFx2, VFx4",,,,negative for lung mets,,,,,,6/25/19,9/17/19,10/15/19,9/12/19,,,,,,,,6/17/19,358.2,6/20/19,708.5,6/24/19,1246.1,,,8/19/19,178,8/22/19,198.4,8/26/19,222.8,8/29/19,247.7,9/2/19,339.5,9/5/19,346.1,9/9/19,456.6,9/12/19,916.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019,5/14/19,B,MFP,13wks,NRG,X0028-121D1323417,CBX028,SA609,11,VFx1 into two mice,,,,,,,,3438,HL190510,,,"PTR on Jun17/19 (18x14x14), large fragile mass, easily removed, minor bleeding. OCTx1, FFx2, TPx2, VFx4","Euth on Feb5/20, no mets. Lung:FFPEx1",,,,negative for lung mets,,,,,,6/17/19,9/9/19,10/7/19,2/5/20,,,,,,,,6/13/19,898.4,6/17/19,1180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019,5/14/19,N,MFP,13wks,NRG,X0028-121D1323418,CBX028,SA609,11,VFx1 into two mice,,,,,,,,3439,HL190510,,,"PTR on Jun17/19 (24x10x10), large fragile mass, easily removed, minor bleeding. OCTx1, FFx2, TPx2, VFx4","Euth on Feb5/20, no mets. Lung:FFPEx1",,,,negative for lung mets,,,,,,6/17/19,9/9/19,10/7/19,2/5/20,,,,,,,,6/13/19,637.1,6/17/19,1086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2019,5/14/19,R,MFP,12wks,NRG,X0028-1631,CBX028,SA609,4,TPx2 into four mice,,,,,,,,3440,HL190514,,,"PTR on Jul 30/19, fragile mass, easily removed, minor bleeding. FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Sep 3/19 d/t tumor recur (20x12x12), axillary mass
Lung: FFPEx1, TuRec: FFPEx1, OCTx1, FFx2, VFx4, AxiM: FFPEx1, FFx2, VFx4",,,,"positive for tumor recur, axillary, lung mets",,,,,,7/30/19,10/22/19,11/19/19,9/3/19,,,,,,,,7/15/19,87.9,7/17/19,183.9,7/22/19,227.8,7/25/19,360.1,7/29/19,574.3,,,8/29/19,829.7,9/2/19,1042.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2019,5/14/19,L,MFP,12wks,NRG,X0028-1632,CBX028,SA609,4,TPx2 into four mice,,,,,,,,3441,HL190514,,,"PTR on Jul 22/19, large fragile mass, easily removed, minor bleeding. FFPEx1, OCTx1, FFx2, VFx4","Euth on Feb24/20, no gross mets
Lung:FFPEx1",,,,1 tumor deposit in lung,,,,,,7/22/19,10/14/19,11/11/19,2/24/20,,,,,,,,7/8/19,145.1,7/11/19,226.4,7/15/19,558.9,7/17/19,690.1,7/22/19,857.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2019,5/14/19,B,MFP,12wks,NRG,X0028-1633,CBX028,SA609,4,TPx2 into four mice,,,,,,,,3442,HL190514,,,"PTR on Jul 16/19, large fragile mass, easily removed, minor bleeding. (wound resuture on Jul22/19) FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Feb24/20, no gross mets
Lung:FFPEx1",,,,negative for lung mets,,,,,,7/16/19,10/8/19,11/5/19,2/24/20,,,,,,,,7/8/19,376.5,7/11/19,699.7,7/15/19,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2019,5/14/19,N,MFP,12wks,NRG,X0028-1634,CBX028,SA609,4,TPx2 into four mice,,,,,,,,3443,HL190514,,,"PTR on Jul 8/19, large fragile mass, easily removed, minor bleeding. FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Feb24/20, subQ mass at left flank near rib cage, no other gross mets
Lung:FFPEx1, SubQ:FFx1, VFx3",,,,"negative for lung mets, tumor deposit in fat tissue",,,,,,7/8/19,9/30/19,10/28/19,2/24/20,,,,,,,,7/4/19,774.0,7/8/19,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,6/4/19,R,MFP,13wks,NRG,X0011-236191,CBX011,SA535,6,,,,,,,,,3605,HL190604(1),,,"PTR on Sep3/19, hard mass (20x12x12), easily removed, small separate mass attached to both skin and main mass (removed with skin), minor bledding
FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Dec2/19, Tumor recur (4 small masses), Two axillary mets, intrathoracic mass.
Lung:VFx2(gentle macs only), TuRec: OCTx1, FFx2, VFx4 (gentle macs only), AxiM:OCTx1, FFx2, VFx4 (gentle macs only), Thoracic mass(ThorM): FFPEx1",,,,,,,,,,9/3/19,11/26/19,12/24/19,12/2/19,,,,,,,,7/17/19,148.6,7/22/19,168.1,7/25/19,193.1,7/29/19,307.1,8/1/19,373.1,8/6/19,373.1,8/8/19,393.6,8/12/19,393.6,8/15/19,618.7,8/19/19,457.7,8/22/19,714.4,8/26/19,944.6,8/29/19,830.9,9/2/19,1167.3,,,10/24/19,33.2,10/28/19,99.5,10/31/19,52.7,11/4/19,53.7,11/7/19,57.9/40.3,11/11/19,93/41.1,11/14/19,97.8/47.2,11/19/19,108.5/53.8,11/21/19,126.7/69.9,11/25/19,145.9/84.4/123.6(axim),11/28/19,180.7/92/178.3,12/2/19,410.7/410.7,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,6/4/19,L,MFP,13wks,NRG,X0011-236192,CBX011,SA535,6,,,,,,,,,3606,HL190604(1),,,"PTR on Aug20/19, hard mass (14x10x8), easily removed, small separate mass attached to skin (removed with skin), minor bledding
FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Oct28/19, Tumor recur, small liver mass, Left axillary mets
Liver:FFPEx1, Lung: FFPEx1, VFx2(gentle macs only), TuRec: FFPEx1, OCTx1, FFx2, VFx4 (macs only), Axim: FFPEx1, OCTx1, FFx1, VFx2 (macs only)",,,,positive for lung mets,,,,,,8/20/19,11/12/19,12/10/19,10/28/19,,,9/20/19,,,,,7/17/19,91.1,7/22/19,132.1,7/25/19,167.9,7/29/19,353.2,8/1/19,389.7,8/6/19,389.7,8/8/19,481.9,8/12/19,481.9,8/15/19,589.5,8/19/19,644.8,,,10/24/19,656.5,10/28/19,758.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,6/4/19,B,MFP,13wks,NRG,X0011-236193,CBX011,SA535,6,,,,,,,,,3607,HL190604(1),,,"PTR on Aug20/19, hard mass (14x8x6), easily removed, minor bledding
FFPEx1, OCTx1, FFx2, VFx4","Euth on Dec2/19, Tumor recur x1, small axillary mass, huge intra-abdominal mass
Lung:VFx2 (gentle macs only), TuRec: OCTx1, FFx2, VFx4, AbdM: OCTx1, FFx2, VFx4, Axim:FFPEx1","Samples submitted for DLP and 10X (dissociation exp)
Primary tumor: 56815-BB, 56816-BB - Rack 33, box12, F6, F7
Tumor recur: 58253-BB, 58254-BB
Abdominal metastasis: 58259-BB, 58260-BB",,,,,,,,,8/20/19,11/12/19,12/10/19,12/2/19,,,,,,,,8/1/19,161.9,8/6/19,269.6,8/8/19,326.8,8/12/19,440.3,8/15/19,488,8/19/19,657.5,,,,,,,,,,,10/24/19,133.5,10/28/19,173.4,10/31/19,209.2,11/4/19,296.2,11/7/19,296.2,11/11/19,318.2,11/14/19,360.7,11/19/19,385.7,11/21/19,447.8,11/25/19,447.8,11/28/19,505.4,12/2/19,696.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,6/4/19,N,MFP,13wks,NRG,X0011-236194,CBX011,SA535,6,,,,,,,,,3608,HL190604(1),,,"PTR on Aug19/19,  hard mass easily removed,  minor bledding
FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Nov22/19, only tumor recur, no other mets.
Lung: VFx2 (lung dissociation + mouse depletion, count before MD: 1) Live =  1.37 x 104, Dead = 1.49 x 106, Total 1.5 x 106, viability 0.9%, 2) Live = 2.75 x 104, Dead = 3.92 x 106, Total = 3.95 x 106, via 0.67%. After MD: Live = 1.37 x 104, Dead = 4.68 x 105, Total = 4.82 x 105, via 2.86%. (approx 10% left after depletion)
TuRec: OCTx1, FFx1 (after gentle macs), VFx2 (gentle MCS only), VFx2 (TD+MD, count before MD: 1) Live = 1.37 x 105, Dead = 3.92 x 106, Total = 4.05 x 106, via = 3.4%, 2) live = 3.72 x 105, Dead = 2.62 x 106, Total = 2.99 x 106, via 12.4%. After MD: 1) Live = 2.96 x 105, Dead = 1.37 x 105, Total = 4.34 x 105, via 68.3%, 2) live = 3.58 x 105, Dead = 3.37 x 105, Total = 6.95 x 105, via 51.5%. (approx 15% left after depletion)
Rack13.Box08 (BOX ID 2669)",,,,,,,,,,8/19/19,11/11/19,12/9/19,11/22/19,,,,,,,,7/17/19,121.7,7/22/19,180.9,7/25/19,272,7/29/19,272,8/1/19,338.5,8/6/19,347.2,8/8/19,473.7,8/12/19,490.2,8/15/19,676.3,8/19/19,708.7,,,10/14/19,232.8,10/17/19,235.5,10/21/19,273.3,10/24/19,332.2,10/28/19,408.6,10/31/19,430.6,11/4/19,492.9,11/7/19,523.8,11/11/19,546.3,11/14/19,579.3,11/19/19,599.3,11/21/19,647.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,6/4/19,R,MFP,13wks,NRG,X0011-236195,CBX011,SA535,6,CRISPR transduced,,,,,,,,3609,HL190604(2),,,"PTR on Jul 29/19 (12x8x6), hard mass easily removed, minor bledding
FFPEx1, OCTx1, FFx2, VFx4","Euth on Oct10/19, Tumor recur, no other gross mets
Lung:FFPEx1, VFx2(lung diss only), TuRec:FFPEx1, OCTx1, FFx2, VFx4 (STx2, MCSx2), very low cell viability before freezing (MCS 8-18%)",,,,,,,,,,7/29/19,10/21/19,11/18/19,10/10/19,,,,,,,,7/25/19,376.9,7/29/19,392.3,,,,,,,,,,,,,,,9/9/19,73,9/12/19,141.2,9/16/19,141.2,9/19/19,127.7,9/23/19,210.9,9/26/19,301.9,9/30/19,418.3,10/3/19,439.6,10/7/19,503.8,10/10/19,815.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,6/4/19,L,MFP,13wks,NRG,X0011-236196,CBX011,SA535,6,CRISPR transduced,,,,,,,,3610,HL190604(2),,,"PTR on Aug19/19 (18x12x10),  hard mass easily removed, small separate mass attached to skin (removed with skin), minor bledding
FFPEx1, OCTx1, FFx2, TPx2, VFx4","Euth on Nov 7/19, Tumor recur, left axillary mets
Lung:FFPEx1, VFx2(gentle macs only), TuRec:OCTx1, FFx2, VFx4, Axim:OCTx1, FFx1, VFx2",,,,small tumor cell deposits in lung,,,,,,8/19/19,11/11/19,12/9/19,11/7/19,,,9/20/19,,,,,7/25/19,147.0,7/29/19,147,8/1/19,342.4,8/6/19,361.6,8/8/19,594.2,8/12/19,684.6,8/15/19,899.9,8/19/19,1198.1,,,9/26/19,37.2,9/30/19,54.8,10/3/19,84.4,10/7/19,84.4,10/10/19,97.00,10/14/19,97,10/17/19,174.4/81.8,10/21/19,225/94.6,10/24/19,234/99.7,10/28/19,349.6/111.5,10/31/19,372.6/148.7,11/4/19,412/230.7,11/7/19,572.4/235.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,6/4/19,B,MFP,13wks,NRG,X0011-236197,CBX011,SA535,6,CRISPR transduced,,,,,,,,3611,HL190604(2),,,"PTR on Jul 29/19 (12x8x8), hard mass easily removed, minor bledding
FFPEx1, OCTx1, FFx2, VFx4","Euth on Sep24/19 d/t recurred tumor with ulceration. Large tumor recur with small separate mass, no axillary or other gross mets.
Lung:FFPEx1, VFx2 (gentle macs only), TuRec:FFPEx1, OCTx1, FFx2, VFx4 (stomacher;marked ST x2, gentle macs;marked MCS x2), cell count: ST = live 8.26 x 104, dead 9.02x105, total 9.85 x 105, via 8.39%/ MCS = live 3.44 x104, dead 1.82 x 105, total 7.71 x 105, via 11.6%",,,,,,,,,,7/29/19,10/21/19,11/18/19,9/24/19,,,9/20/19,,,,,7/17/19,231.0,7/22/19,282.7,7/25/19,418.3,7/29/19,458.6,,,8/26/19,151.6,8/29/19,202.1,9/2/19,289.5,9/5/19,406.7,9/9/19,455,9/12/19,434.6,9/16/19,434.6,9/19/19,712.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,6/4/19,N,MFP,13wks,NRG,X0011-236198,CBX011,SA535,6,CRISPR transduced,,,,,,,,3612,HL190604(2),,,"PTR on Aug12/19,  hard mass easily removed, small separate mass attached to skin (removed with skin), minor bledding
FFPEx1, OCTx1, FFx2, VFx4","Euth on Nov20/19, tumor recur (two SQ mass and one invading into muscle), two large left axillary mets.
Lung: FFx1, VFx1(gentle macs only), TuRec: OCTx1, FFx2, VFx4 (gentle macs only), AxiM:OCTx1, FFx2, VFx4 (gentle macs only)",,,,,,,,,,8/12/19,11/4/19,12/2/19,11/20/19,,,,,,,,7/17/19,260.0,7/22/19,260,7/25/19,272.6,7/29/19,298.8,8/1/19,341.7,8/6/19,381.4,8/8/19,777.1,8/12/19,800.5,,,10/24/19,326.1,10/28/19,387,10/31/19,436.6,11/4/19,467.5,11/7/19,510.5,11/11/19,537.6,11/14/19,618.8,11/19/19,691.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,R,MFP,,NRG,X0847-2112251,,SA919,8,,,,,,,,,,HL200218(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,L,MFP,,NRG,X0847-2112251,,SA919,8,,,,,,,,,,HL200218(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,B,MFP,,NRG,X0847-2112251,,SA919,8,,,,,,,,,,HL200218(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,N,MFP,,NRG,X0847-2112251,,SA919,8,,,,,,,,,,HL200218(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,R,MFP,,NRG,X0847-2112252,,SA919,8,,,,,,,,,,HL200218(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,L,MFP,,NRG,X0847-2112252,,SA919,8,,,,,,,,,,HL200218(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,B,MFP,,NRG,X0847-2112252,,SA919,8,,,,,,,,,,HL200218(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2019,2/18/20,N,MFP,,NRG,X0847-2112252,,SA919,8,,,,,,,,,,HL200218(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2019,3/3/20,R,MFP,,NRG,X3+X7,,SA919,,,,,,,,,,,HL200303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2019,3/3/20,L,MFP,,NRG,X3+X7,,SA919,,,,,,,,,,,HL200303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2019,3/3/20,B,MFP,,NRG,X3+X7,,SA919,,,,,,,,,,,HL200303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2019,3/3/20,N,MFP,,NRG,X3+X7,,SA919,,,,,,,,,,,HL200303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2021,5/30/21,R,MFP,,NSG,X2911-261,PBC02911,SA1141,3,,,,,,,,,4274,HL210530(1),,,"PTR on Sep 17/21, large hematoma, removed without rupture or bleeding, FFPEx1, OCTx1, TPx1, VFx2",,,,,,,,,,,9/17/21,,,,,,,,,,,9/10/21,525.6,9/14/21,856.5,9/17/21,1447.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2021,5/30/21,L,MFP,,NSG,X2911-262,PBC02911,SA1141,3,,,,,,,,,4275,HL210530(1),,,"PTR on Oct 12/21, FFPEx1, OCTx1, TPx2, FFx2, VFx4. Mass attached to peritoneum, peritoneum opened during removal.",,,,,,,,,,,10/12/21,,,,,,,,,,,9/10/21,311.2,9/14/21,233.5,9/17/21,240.5,9/20/21,278.4,9/23/21,278.4,9/27/21,525.2,9/30/21,590.3,10/4/21,590.3,10/8/21,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
